A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,L1,L2,L3,L4
-1.13156,0.24360,-0.55277,-0.06976,1.07843,-0.31615,0.96457,-0.54453,-0.19801,-0.69048,-0.90713,-0.98566,-1.05334,0.31089,1.13327,-0.90591,0.62105,-0.45980,-0.80445,-1.26483,-1.34254,-0.69236,0.82931,-0.57087,-0.85237,0.23477,-1.08168,-0.23286,1.40467,-0.63276,-0.70382,0.06199,-0.90047,-0.05131,0.54734,-0.71059,-0.30269,-0.64504,-0.88395,-0.94477,-0.05716,-1.26253,0.64148,2.72529,0.71541,-0.00834,0.79177,-0.10745,-1.47903,-0.42307,-1.29894,-0.42897,-0.03472,1.09642,-0.74478,1.21653,-0.44425,-0.38706,-0.06064,-1.43285,-1.24430,-0.79395,-0.65669,0.28629,-1.28275,3.32547,0.64478,-0.75621,3.37344,-0.20628,0.01600,0.00800,0.00600,0.97000
1.10531,-1.41815,0.69022,-0.52814,-0.95983,-0.68440,-0.09134,-1.27696,-0.88424,-0.30507,-1.15816,0.75060,-0.49373,1.23151,1.39107,-0.90591,-0.96649,-0.94197,1.73894,-1.78334,-1.22995,-0.69236,0.16963,-0.32007,-1.04666,4.06852,0.12499,0.68871,1.99550,-0.30298,-0.70382,-0.87731,-0.50378,0.66190,1.87035,1.05486,0.22572,0.09052,-0.74168,-1.58433,-0.42410,-0.77165,-0.04170,-0.03637,0.71541,-0.73417,-1.23526,-0.10745,-0.17382,-0.42307,-1.17020,-1.11181,2.21154,-1.02332,-0.74478,-0.95428,-1.14362,-0.38706,0.90163,-1.36657,-1.05179,-0.00593,0.07968,-0.28290,-0.89188,2.73627,-1.04159,0.00787,2.17514,-0.20628,0.02000,0.03000,0.01400,0.93600
-0.35352,-0.23118,-0.55277,-0.52814,-1.27831,-0.31615,-0.09134,0.18790,-1.79922,0.46577,-1.15816,-0.24155,0.62548,-0.14942,2.93786,-0.44997,-0.96649,0.02236,-0.59250,-0.74632,-1.11736,-0.69236,0.82931,-0.88438,-0.75522,0.55425,-0.54538,1.14950,0.81383,-1.18239,-0.70382,0.53163,-0.90047,-0.40791,-0.01966,-0.12211,0.88624,0.45831,-0.03036,-0.30521,-0.79104,-0.28076,-0.04170,-0.46125,-1.04770,-0.00834,0.79177,-0.10745,0.26125,0.78151,-0.97710,0.02625,-0.03472,-1.37662,0.75190,0.78237,-0.91050,-0.78403,1.86390,-1.36657,-0.85929,2.62078,-0.28850,0.00169,-0.11015,0.18309,-0.29209,0.51726,2.68870,0.17250,0.02000,0.01400,0.00600,0.96000
-0.25626,-0.94336,-0.55277,-0.41354,0.44148,-0.31615,1.22855,2.56829,0.03073,-0.17659,-0.90713,1.49472,1.18509,-0.14942,0.35988,0.91783,-0.96649,0.02236,0.25530,-0.74632,-0.44180,-0.25091,0.66439,-0.88438,0.11909,1.51268,-1.48391,-0.69364,0.69566,1.12605,-0.70382,-0.87731,-0.10708,-0.76451,-0.39767,0.17214,-0.03848,0.45831,-1.59527,-0.94477,0.30978,-0.77165,-0.49715,0.17606,1.15619,0.47554,1.29853,2.19965,1.13139,0.93209,-0.68745,0.93670,1.31303,0.03655,0.00356,0.56529,-1.37674,-0.78403,1.86390,-0.37249,-0.47428,3.40879,1.55241,-1.42129,-0.89188,0.77228,0.27003,1.02665,-0.56383,0.17250,0.12600,0.07400,0.01000,0.79000
-0.45077,0.48100,-0.55277,-0.64273,0.25039,-0.31615,2.54844,-0.54453,-0.42675,0.33730,-1.15816,0.50257,0.90528,0.31089,0.61767,-0.44997,1.41482,0.02236,1.10310,0.03144,-1.34254,-0.69236,0.33455,-1.00978,0.02195,0.87373,-0.14316,-1.15443,1.52283,-0.41291,-0.70382,1.00128,-1.29717,-0.76451,-0.30317,-0.41635,-0.30269,1.19387,-1.02621,-1.58433,-0.79104,-0.77165,1.32465,0.60093,0.27464,1.92720,-0.22174,-0.10745,-1.04396,-0.12193,-0.75182,0.48148,0.86378,0.38984,2.24857,2.73611,-0.36655,0.40688,1.86390,-1.49912,-0.08927,0.25674,1.18422,-0.56750,1.06245,1.95068,-0.10472,0.00787,-0.22146,0.17250,0.01200,0.00800,0.03000,0.95000
-1.22881,0.00621,-0.55277,-0.29895,0.05930,0.05211,1.22855,-0.54453,-0.88424,0.20883,-0.65609,1.24668,1.18509,0.77120,1.64887,-0.90591,-0.17272,1.95101,1.52699,-0.22781,-1.22995,-0.69236,-0.32514,-1.00978,0.02195,1.51268,-1.61798,-1.15443,1.87734,-0.41291,-0.70382,3.34951,-0.50378,-0.05131,-0.68117,2.82032,1.54676,-1.38061,-0.67055,-1.37114,-0.05716,-0.77165,-0.04170,2.08798,-0.16614,-0.25029,-0.72850,-0.10745,0.26125,1.08266,-0.17251,0.02625,4.00854,0.03655,-0.74478,0.78237,-0.83279,1.20082,-0.54178,-1.43285,-0.85929,0.25674,1.92059,0.28629,-0.89188,1.95068,-0.66684,-0.50151,-0.05028,0.17250,0.02400,0.02600,0.02200,0.92800
-1.03430,0.24360,0.69022,-0.06976,0.18669,-0.68440,2.02049,-1.09385,-0.42675,-0.81896,-0.65609,0.75060,0.62548,-0.14942,0.87547,-0.90591,-0.17272,0.02236,-0.80445,-0.74632,-1.11736,-0.69236,1.32408,-0.88438,-1.04666,0.23477,-0.27724,-1.15443,0.93199,0.02680,-0.70382,-0.87731,-0.50378,-0.05131,1.58685,0.76062,1.81097,0.09052,-0.74168,-0.51839,0.30978,-1.26253,-0.72488,-0.03637,2.03775,0.71749,0.79177,-0.87648,-0.60889,1.08266,-0.88055,0.02625,-0.03472,-1.02332,2.24857,-0.52012,-0.52196,0.00991,2.34504,-1.36657,-0.28178,1.30742,0.07968,0.57089,-0.50102,2.34348,0.08266,-0.24682,2.51751,0.17250,0.01600,0.03200,0.00600,0.94600
-1.13156,-0.94336,-0.55277,-0.29895,-0.45026,-0.31615,1.22855,-0.72764,-1.11299,0.72272,-0.65609,-0.73763,-0.77353,-0.14942,0.35988,-0.90591,-0.17272,0.02236,1.52699,-1.00557,-1.11736,-0.69236,0.16963,-1.00978,-0.94952,2.15164,-1.48391,-0.69364,1.64100,-0.96254,-0.70382,1.94057,-0.50378,-0.05131,0.07484,-1.29907,0.75414,0.45831,-1.59527,-1.37114,-0.05716,-0.77165,-0.26943,-0.03637,-0.16614,0.47554,-0.22174,-0.49196,-1.04396,0.93209,-1.00929,-0.88420,-0.48397,0.38984,-0.74478,0.99945,0.33282,0.40688,-0.06064,-1.30030,-0.85929,3.40879,-1.02487,-0.28290,-1.28275,1.75428,-1.41634,-0.75621,0.97684,0.17250,0.02800,0.01000,0.00600,0.95600
-1.42332,1.43057,-0.55277,-0.75732,0.44148,-0.31615,0.17264,0.37100,-1.79922,0.20883,-1.15816,-0.24155,1.46489,-0.60974,2.68006,0.00596,-0.17272,-0.45980,-1.65225,-1.26483,-1.22995,-0.69236,0.16963,-1.00978,-0.46379,-0.08471,-0.41131,-0.69364,0.34116,-1.29232,-0.70382,1.47093,-0.90047,-0.05131,-0.30317,0.76062,0.62203,1.56166,-0.24376,-0.51839,-1.15798,-0.77165,-0.49715,2.72529,0.27464,2.65303,0.28501,-0.87648,0.26125,1.08266,-0.94492,-0.42897,1.76229,-1.02332,-0.74478,2.30194,-1.37674,-0.78403,0.90163,-1.30030,-0.66678,0.25674,-1.02487,-0.85210,-0.11015,1.16508,0.45741,-1.01090,1.49040,0.17250,0.00600,0.00000,0.01400,0.98000
-0.93705,1.90535,-0.55277,-0.29895,-1.08722,0.78862,0.70059,-0.36142,-1.79922,0.33730,-1.15816,-0.98566,-1.61294,-0.60974,1.64887,0.00596,-0.96649,-0.94197,2.37479,-1.00557,-1.00477,0.19054,1.32408,-1.00978,0.99341,2.47112,-1.21576,1.14950,0.81383,0.35657,-0.70382,0.53163,-0.90047,-0.40791,-0.11417,-0.12211,0.75414,-0.27726,-1.31074,-1.37114,-1.52492,-1.26253,-0.95260,-0.46125,0.27464,0.71749,-0.22174,-0.87648,0.69632,0.17922,-0.62308,0.25387,1.31303,0.74313,0.00356,0.99945,-0.67738,-0.38706,-0.54178,-0.43877,-0.08927,0.51941,-0.65669,0.28629,0.67158,5.09306,0.27003,0.00787,-0.05028,0.17250,0.10200,0.03800,0.01800,0.84200
-0.25626,0.24360,-0.55277,-0.41354,0.50517,-0.68440,2.54844,0.00479,-0.19801,-0.17659,-1.15816,0.50257,-0.21393,-1.07005,1.90667,1.37377,-0.17272,1.46885,-0.59250,-1.52408,-1.11736,-0.69236,-0.32514,-1.00978,0.31339,-1.04315,-1.75205,-1.15443,1.52283,-1.40224,-0.70382,0.53163,-0.90047,0.30530,-0.30317,-0.41635,-0.17059,0.45831,-1.45300,-0.73158,-0.79104,-0.28076,1.09693,0.60093,0.71541,-0.73417,2.81881,1.04610,-0.60889,-0.42307,-1.29894,-0.20136,1.76229,-0.31674,1.50023,-0.30304,-0.44425,0.40688,-0.06064,-1.36657,-0.66678,0.78208,0.07968,-0.56750,-0.50102,1.55788,-0.10472,-1.01090,1.14802,0.17250,0.02600,0.02000,0.01200,0.94200
-0.74254,-0.70597,-0.55277,-0.29895,-0.89613,-0.68440,1.75651,-0.91075,-1.79922,0.46577,-0.90713,-1.48174,1.46489,-0.60974,2.42227,-0.44997,-0.17272,0.02236,2.37479,0.03144,-1.11736,-0.69236,1.48900,-0.82168,-0.07520,-0.08471,-1.21576,-0.69364,0.22299,-1.29232,-0.70382,0.06199,0.28962,0.66190,0.73634,1.05486,1.81097,-0.27726,-1.66640,-0.94477,-0.05716,-1.26253,-0.95260,1.23824,2.47853,1.44332,-0.72850,1.04610,2.00152,0.48037,-1.58859,0.02625,-0.93323,-0.31674,-0.74478,1.86778,-1.22133,-1.18099,0.90163,-1.30030,-0.85929,0.51941,3.02513,0.00169,-0.89188,-0.01331,0.27003,-1.01090,2.68870,0.17250,0.00800,0.00200,0.00200,0.98800
-1.32607,-1.65554,-0.55277,-0.64273,-0.89613,-0.68440,2.02049,-1.46007,0.48822,-0.56201,-1.15816,-0.98566,0.62548,-1.07005,2.16447,1.82970,0.62105,-0.45980,-1.01640,-1.00557,-1.11736,-0.69236,0.82931,-0.88438,-1.14381,0.87373,-0.81353,-1.15443,1.05016,0.35657,-0.70382,0.53163,-0.10708,1.37510,1.77585,-0.12211,1.28255,0.82609,-1.09734,0.54754,-1.15798,-0.77165,0.41375,1.45068,-0.16614,2.16915,1.29853,0.27707,-1.04396,-0.87479,-1.04147,0.70909,0.41453,-0.67003,-0.74478,0.78237,-1.76528,0.00991,1.38276,-1.23403,-1.24430,-0.79395,-0.65669,-0.56750,-0.89188,1.36148,-0.85421,0.00787,2.00395,0.17250,0.01800,0.00800,0.00400,0.97000
-1.90960,-0.46858,-0.55277,-0.75732,-0.25918,-1.05266,2.02049,-0.36142,-1.79922,-0.56201,-0.90713,-0.48959,-0.49373,-1.07005,1.13327,0.46190,2.20859,-0.94197,-1.01640,-0.74632,-1.34254,-0.69236,-0.49006,-1.00978,-0.46379,1.19321,-1.75205,-0.69364,1.99550,-0.63276,-0.70382,1.00128,-0.90047,-0.40791,1.30335,-0.41635,0.62203,2.29722,-1.45300,1.40029,-1.15798,-0.77165,-0.72488,2.08798,-0.60692,-0.00834,0.28501,-0.87648,-1.04396,0.78151,-0.88055,-0.20136,2.21154,-0.67003,0.75190,4.03860,-1.37674,0.40688,-0.06064,-1.03521,-1.05179,0.51941,-1.02487,-0.56750,-0.11015,0.77228,-0.66684,-0.75621,-0.39265,0.17250,0.00000,0.02000,0.01400,0.96600
-0.45077,0.00621,-0.55277,-0.06976,-0.38657,0.05211,0.70059,2.20208,-1.34173,-0.04812,-1.15816,2.23883,0.06588,-1.07005,1.39107,-0.44997,-0.96649,0.50452,-0.38055,-0.74632,-1.11736,-0.25091,0.00471,0.36965,-0.85237,-0.72367,-0.54538,0.22793,2.11367,-1.07246,-0.70382,1.00128,-0.10708,0.66190,0.26384,1.05486,0.75414,0.45831,-0.81282,-0.51839,-0.79104,-0.77165,1.55238,0.60093,0.27464,-0.00834,-0.72850,-0.49196,2.00152,-0.57365,-0.49435,1.39193,-0.48397,1.80300,-0.74478,0.78237,-0.36655,-0.38706,-0.54178,-1.23403,0.10323,1.83277,0.81604,-1.42129,-0.89188,-0.20971,-0.85421,0.00787,-0.05028,0.55129,0.04800,0.00400,0.01000,0.93800
1.78609,-0.46858,-0.55277,0.15942,-0.76874,0.05211,0.17264,-0.17832,-0.42675,-0.81896,-0.65609,-0.24155,-1.05334,1.23151,1.39107,-0.44997,-0.96649,-0.94197,-1.44030,-1.52408,-0.66699,1.51490,0.00471,-0.50817,0.79912,1.19321,-2.28835,-0.69364,2.23184,-1.18239,-0.70382,1.00128,0.28962,-0.05131,-0.77567,1.34911,1.94307,0.09052,-2.16432,-0.73158,0.67672,-1.26253,-0.49715,-0.67368,0.27464,1.92720,-0.72850,0.27707,2.00152,0.02865,-1.55641,-0.88420,0.86378,0.38984,-0.74478,-0.30304,-1.76528,0.40688,-0.06064,-0.63758,0.10323,0.78208,-0.28850,-1.13670,0.28072,0.37949,-2.16584,0.26257,-0.39265,0.55129,0.11600,0.10200,0.01200,0.77000
-1.03430,1.19317,-0.55277,-0.29895,1.65170,-1.05266,0.70059,-0.36142,-0.19801,-0.69048,-0.65609,-0.48959,1.46489,-0.60974,-0.67132,-0.44997,0.62105,-0.45980,-0.59250,0.03144,-1.11736,-0.69236,-1.14975,-0.69628,0.11909,-1.04315,1.59981,-0.23286,0.81383,-1.40224,-0.70382,-0.40766,-0.50378,-0.40791,-0.11417,-1.59332,-0.83111,-0.27726,0.68096,-0.73158,-0.42410,-0.77165,0.41375,1.02580,2.91931,-0.25029,-0.72850,0.66159,0.69632,-0.12193,0.34242,-0.20136,2.66079,-1.37662,0.00356,0.78237,-1.37674,-0.38706,2.34504,-1.43285,-1.05179,1.83277,1.18422,0.85548,-1.28275,-0.20971,0.27003,-0.50151,-0.22146,0.55129,0.01600,0.08600,0.05000,0.84800
-0.06175,-0.23118,-0.55277,-0.41354,-0.25918,-0.31615,1.49253,0.92033,-1.57048,0.08035,-1.15816,-0.48959,0.06588,-0.60974,0.35988,0.00596,1.41482,-0.45980,-0.59250,1.06846,-1.34254,-0.69236,-0.49006,-0.75898,1.09056,2.79060,1.46573,-1.15443,1.16833,-1.29232,-0.70382,1.94057,-0.90047,-0.40791,-0.20867,-0.41635,0.09362,0.09052,-0.38602,-0.73158,1.41061,-0.28076,1.78010,3.57503,-0.16614,-0.49223,-0.72850,0.66159,2.87166,2.43782,-0.94492,0.25387,-0.03472,-0.67003,0.00356,2.95319,-0.91050,0.00991,-1.02291,-1.36657,-0.47428,0.78208,0.07968,-0.28290,0.67158,-0.20971,1.01953,-0.75621,-0.22146,0.55129,0.01000,0.02200,0.04000,0.92800
0.13276,-0.94336,-0.55277,0.04483,-0.57765,-0.31615,-0.09134,1.65276,-0.88424,-1.07590,-0.90713,-0.48959,-1.05334,-0.60974,3.71126,-0.90591,-0.96649,0.02236,-0.80445,-0.48706,-0.89217,0.19054,0.00471,-0.88438,0.11909,0.87373,-1.48391,0.22793,0.69566,-1.51217,-0.70382,0.06199,1.47972,-0.05131,-0.20867,1.64335,0.62203,0.45831,-0.52829,-1.15795,-0.79104,-1.26253,-0.72488,0.81337,0.27464,0.95943,1.29853,-0.87648,1.56645,-0.87479,-0.59090,-0.65659,0.86378,1.09642,-0.74478,-0.08596,-1.45445,-0.38706,1.38276,-1.16776,-0.85929,2.35811,-0.28850,-0.85210,0.28072,2.93267,-0.85421,0.26257,1.49040,0.55129,0.00400,0.01400,0.01000,0.97200
1.10531,0.24360,-0.55277,-0.75732,-0.83244,-0.31615,-0.35532,-0.72764,-0.88424,0.20883,-1.15816,0.50257,-1.61294,0.31089,-0.15572,-0.44997,-0.96649,-0.94197,-0.80445,-0.74632,-1.22995,-0.25091,0.82931,-0.50817,-1.04666,1.19321,-0.27724,-1.15443,2.35001,-0.30298,-0.70382,1.00128,0.68632,-0.40791,0.64184,0.17214,0.62203,0.82609,-0.10150,-0.30521,-0.79104,-1.26253,0.18603,2.30042,0.27464,0.71749,-0.22174,1.43062,1.13139,0.32979,-0.75182,0.25387,2.21154,0.03655,0.00356,0.56529,-0.05572,-0.38706,0.90163,-1.43285,-0.28178,2.09544,-1.39305,-0.85210,-0.89188,0.57589,-1.79109,0.00787,0.29209,0.55129,0.01000,0.00200,0.01000,0.97800
-0.25626,-0.70597,-0.55277,0.15942,-0.70505,0.05211,1.22855,0.37100,-0.65550,0.72272,-1.15816,0.25453,0.06588,-0.60974,2.42227,-0.44997,-0.96649,-0.94197,-0.59250,-0.74632,-1.34254,-0.69236,-1.14975,-0.94708,1.96488,0.55425,-0.67946,-1.15443,1.87734,-0.85261,-0.70382,0.06199,1.47972,0.30530,-0.20867,1.34911,1.94307,-1.01283,-1.52414,-0.73158,-1.15798,-0.28076,0.64148,1.02580,2.47853,0.95943,-1.23526,-0.10745,2.00152,0.02865,-1.00929,0.02625,-1.38248,-1.02332,0.00356,1.21653,-1.14362,-0.38706,2.34504,-1.43285,-0.08927,-0.00593,-0.65669,-1.13670,0.28072,1.16508,0.64478,-0.50151,0.97684,0.55129,0.02600,0.01200,0.02600,0.93600
-0.54803,0.48100,-0.55277,-0.29895,-1.91527,-0.68440,2.02049,-0.91075,-1.11299,-0.04812,-1.15816,-0.48959,-1.61294,-0.14942,0.35988,-0.90591,-0.17272,-0.94197,-0.16860,-1.26483,-1.34254,-0.69236,0.99424,-0.50817,-0.85237,0.87373,0.25906,-1.15443,0.69566,-0.41291,-0.70382,1.00128,1.47972,0.66190,2.72086,2.52608,0.22572,2.66501,-1.66640,-1.58433,-1.15798,-1.26253,-0.72488,0.81337,-0.16614,0.23360,-0.72850,1.04610,3.30673,-0.42307,-1.13802,-0.88420,-1.38248,-0.67003,-0.74478,0.34821,-0.83279,-1.18099,-0.06064,-1.49912,-1.05179,2.62078,-0.65669,-1.13670,-1.28275,0.96868,-1.04159,-0.75621,1.83277,0.55129,0.00800,0.00000,0.00200,0.99000
-0.93705,0.71839,-0.55277,-0.52814,-0.70505,-0.68440,2.02049,3.85005,-1.79922,0.59424,-1.15816,0.75060,-1.05334,-0.14942,1.13327,-0.44997,-0.96649,-0.94197,0.46725,-0.48706,-1.22995,-0.69236,1.48900,-0.63357,-0.75522,1.51268,0.25906,-0.69364,-0.36785,-0.96254,-0.70382,0.06199,-0.50378,-0.40791,1.58685,-1.00483,0.09362,1.92944,-1.52414,-1.15795,-0.79104,-1.26253,1.09693,-0.24881,-1.04770,-0.00834,-1.23526,0.66159,0.26125,0.02865,-1.39549,0.70909,-0.48397,-1.72991,0.00356,-0.08596,0.87677,-0.38706,-0.06064,-1.36657,-0.47428,2.09544,1.18422,0.57089,-0.11015,0.96868,-0.10472,-0.50151,0.80565,0.55129,0.02800,0.01800,0.03400,0.92000
0.81354,0.00621,-0.55277,0.50320,-0.64135,-0.68440,2.02049,0.18790,0.03073,-0.56201,-1.15816,-0.24155,0.62548,-0.14942,1.39107,1.37377,1.41482,-0.45980,1.73894,-0.22781,-1.11736,0.63200,-0.65498,-0.75898,0.60483,0.23477,1.46573,-0.69364,1.52283,-0.63276,-0.70382,1.00128,0.28962,0.30530,0.45284,-1.00483,0.35783,-0.64504,-1.09734,-0.51839,1.77755,-0.77165,0.64148,-0.24881,-0.16614,-0.73417,0.28501,-0.49196,1.56645,0.17922,-0.71963,-0.88420,0.86378,1.09642,2.24857,0.56529,-0.13342,-0.38706,-0.54178,-1.36657,-0.66678,1.83277,-0.65669,-0.56750,0.67158,-0.20971,-0.10472,-0.50151,0.46328,0.55129,0.02800,0.04600,0.01800,0.90800
-0.64528,-0.70597,-0.55277,-0.64273,-0.83244,-0.68440,0.70059,0.73722,-1.34173,0.08035,-0.40506,0.00649,0.06588,0.31089,2.93786,0.00596,-0.17272,0.50452,-0.38055,-0.74632,-1.00477,-0.69236,0.33455,-0.00656,-0.65808,-0.08471,-1.34983,-0.23286,0.57749,-0.85261,-0.70382,-0.87731,0.28962,0.66190,1.77585,1.05486,0.88624,1.92944,-1.31074,-1.37114,-0.42410,-1.26253,-0.26943,0.38850,0.27464,0.71749,-1.23526,0.66159,-0.17382,-1.47709,-0.62308,-1.11181,0.86378,1.80300,0.00356,-0.30304,-0.05572,0.00991,0.42049,-1.36657,-0.66678,1.57009,-0.65669,-1.42129,-0.11015,1.36148,-0.10472,1.28134,0.46328,0.55129,0.04800,0.02000,0.00600,0.92600
-0.54803,-0.94336,-0.55277,-0.52814,-0.38657,-1.05266,0.70059,0.37100,-1.34173,1.49355,-1.15816,-0.24155,0.34568,-0.14942,0.35988,-0.90591,3.00236,-0.45980,0.67920,0.03144,-1.22995,-0.69236,-0.65498,-0.57087,-0.75522,-0.40419,-0.67946,-0.69364,1.28650,-0.63276,-0.70382,1.94057,-0.90047,1.01850,1.77585,1.64335,-0.30269,0.45831,-1.31074,-0.94477,-0.79104,-1.26253,-0.26943,1.66311,-1.04770,-0.25029,-0.22174,-0.49196,-0.60889,-0.57365,-0.97710,-0.42897,0.86378,-1.02332,-0.74478,0.99945,-0.98821,0.00991,-1.02291,-1.36657,-0.85929,-0.53128,0.44786,0.28629,-0.89188,0.57589,1.95640,-1.26559,0.80565,0.55129,0.00800,0.00800,0.00600,0.97800
-0.74254,0.71839,-0.55277,-0.18436,-0.64135,-0.31615,-0.35532,0.55411,-1.34173,-0.81896,-1.15816,0.50257,2.02450,-1.07005,-0.41352,-0.44997,-0.17272,0.50452,-1.44030,-0.22781,-1.22995,-0.25091,0.82931,-0.32007,-0.46379,-0.40419,-0.41131,-1.15443,0.45932,-1.29232,-0.70382,-0.40766,0.68632,0.30530,0.64184,-0.71059,0.22572,0.45831,-0.81282,-0.51839,-0.05716,-1.26253,0.18603,0.60093,-0.60692,0.71749,-0.72850,-0.49196,-0.60889,-0.27250,-1.04147,0.02625,-0.03472,1.44971,-0.74478,1.65070,-0.98821,-1.18099,0.42049,-1.43285,-1.05179,0.25674,-0.65669,-0.56750,-0.89188,0.37949,0.08266,1.02665,0.29209,0.55129,0.01000,0.01600,0.00800,0.96600
0.42452,0.24360,-0.55277,-0.06976,-1.08722,0.05211,0.17264,-1.27696,-0.65550,0.33730,-1.15816,0.75060,-0.21393,-0.14942,1.13327,-0.90591,-0.96649,-0.45980,-1.44030,0.03144,-1.11736,-0.25091,-0.32514,-0.75898,-0.46379,-0.08471,-1.75205,-1.15443,0.34116,-1.84195,-0.70382,2.41022,-0.50378,-0.40791,0.73634,1.34911,0.35783,1.92944,-1.31074,-1.15795,-1.15798,-0.77165,1.32465,-0.67368,-0.16614,-0.00834,-0.72850,0.27707,-0.60889,-1.17594,-1.20239,-0.88420,0.41453,0.74313,-0.74478,-0.08596,-0.91050,-0.78403,-0.06064,-1.36657,-0.47428,1.57009,-0.28850,-1.13670,-0.11015,2.34348,0.08266,0.00787,0.63447,0.55129,0.01000,0.00800,0.03000,0.95200
-0.93705,0.24360,-0.55277,-0.52814,-1.02352,-1.05266,0.17264,-0.36142,-1.79922,0.08035,-0.65609,-0.48959,1.74469,-0.14942,1.13327,-0.90591,-0.17272,0.50452,0.04335,-1.26483,-0.89217,-0.69236,0.82931,-0.75898,-0.75522,1.19321,-1.48391,-1.15443,0.93199,1.01613,-0.70382,-0.40766,1.47972,-0.40791,1.58685,0.76062,2.20728,3.76836,-1.16848,0.54754,-0.42410,-0.77165,-1.18033,0.81337,0.71541,-0.73417,-0.72850,-1.26099,1.56645,0.17922,-1.20239,-0.65659,0.86378,-0.67003,-0.74478,2.51902,-1.76528,-0.78403,0.42049,-0.83640,-0.85929,-0.00593,-0.65669,-0.56750,-0.89188,1.55788,0.27003,0.26257,-0.05028,0.55129,0.05400,0.02800,0.00800,0.91000
-0.45077,-0.70597,-0.55277,-0.52814,0.05930,-1.05266,0.17264,-2.00939,0.71697,-1.07590,-0.90713,-0.73763,-1.33314,-1.07005,1.64887,0.46190,0.62105,-0.94197,-0.80445,-1.00557,-1.22995,0.19054,0.16963,-0.63357,-0.75522,-0.40419,-1.34983,-0.69364,0.69566,-1.29232,-0.70382,-0.87731,-1.29717,-0.40791,1.20885,-0.71059,0.09362,3.40057,-1.59527,-0.94477,1.41061,-1.26253,-0.04170,-0.24881,-0.60692,-0.25029,-1.23526,-0.49196,-1.04396,0.17922,-0.78400,-1.11181,-0.03472,2.86287,-0.74478,-0.08596,-1.99840,-0.38706,0.42049,-1.49912,-0.85929,1.83277,-1.02487,-1.13670,-0.89188,-0.01331,-0.66684,0.00787,-0.39265,0.55129,0.01200,0.03200,0.01400,0.94200
-0.25626,0.00621,-0.55277,-0.41354,-0.00439,-0.68440,1.75651,0.37100,-1.57048,0.08035,-0.90713,-1.48174,0.06588,0.77120,1.64887,-0.44997,-0.96649,-0.45980,-1.22835,0.03144,-1.00477,-0.25091,-0.65498,-0.75898,0.60483,-0.40419,-1.34983,0.68871,-0.36785,-1.51217,-0.70382,0.06199,-0.50378,-0.76451,-0.77567,-1.00483,-0.69900,-1.01283,0.39643,-1.15795,-1.15798,-0.28076,1.32465,0.81337,0.27464,1.20137,-1.23526,-0.10745,-0.60889,0.48037,-0.23688,-0.42897,-0.93323,-1.37662,1.50023,-0.52012,-1.06591,-0.38706,2.34504,-1.43285,-0.85929,0.78208,-0.28850,0.85548,0.28072,-0.20971,0.08266,-0.75621,-0.05028,0.93007,0.01800,0.03000,0.07600,0.87600
-1.81234,-0.70597,-0.55277,-0.64273,-0.19548,-1.05266,0.70059,-1.27696,-1.34173,-0.04812,-0.65609,-0.24155,-0.49373,-0.60974,0.35988,-0.44997,-0.17272,0.02236,-0.80445,-0.74632,-1.00477,-0.69236,1.15916,-1.00978,-0.75522,0.23477,-0.41131,-0.23286,2.11367,-0.19306,-0.70382,1.00128,0.28962,0.66190,1.68135,-0.12211,-0.17059,-0.64504,-0.52829,-0.30521,-0.42410,0.21013,-0.49715,2.51285,0.27464,-0.25029,-1.23526,-1.26099,1.56645,1.08266,-0.20470,-0.88420,-0.48397,-1.37662,0.00356,-0.08596,0.25511,0.00991,0.90163,-1.23403,-1.05179,0.51941,-0.28850,1.99387,0.28072,-0.20971,-0.66684,-0.50151,2.85988,0.93007,0.02600,0.01200,0.01800,0.94400
-0.64528,-1.18075,-0.55277,-0.52814,0.05930,-0.68440,0.43662,0.00479,-0.65550,-0.30507,-0.65609,-0.48959,-0.49373,-0.60974,0.10208,0.00596,-0.96649,-0.45980,-1.22835,-0.48706,-0.89217,0.19054,1.65392,-1.00978,0.79912,0.23477,-0.54538,-1.15443,0.22299,-0.08313,-0.70382,0.06199,-0.50378,-0.76451,0.16934,-1.00483,1.01835,1.56166,-1.59527,-1.37114,-0.42410,0.70102,0.64148,0.60093,0.71541,0.71749,-0.22174,0.27707,-1.04396,0.02865,0.05277,0.93670,1.31303,-1.02332,-0.74478,1.43362,-0.75508,0.40688,3.30731,-1.10149,-0.47428,1.30742,1.55241,2.27847,1.06245,-0.01331,-0.66684,0.77196,1.14802,0.93007,0.02200,0.01800,0.02000,0.94000
