A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10
-1.13301,0.36253,0.09089,0.84670,1.15041,1.09002,1.59531,0.48488,0.79482,-0.39249,0.14706,-1.28416,-0.76212,-0.08858,0.87912,0.11612,2,2,2,2,2,2,2,1,2,2
1.43575,-0.19239,-0.06095,0.84670,-1.34222,0.08989,1.59531,-0.31763,0.79482,-1.23648,-1.62294,-0.47295,-0.26963,0.81624,0.87912,1.79313,2,2,2,2,2,2,2,2,1,2
1.78604,0.42419,0.96399,0.84670,-0.31584,0.60848,-0.30154,0.41801,0.38469,0.15794,0.09342,-0.95231,-1.03075,-1.05373,-1.13235,-0.58263,2,2,2,2,2,1,2,2,2,2
-1.13301,-0.43902,0.35662,0.11615,1.47299,1.27523,1.10475,1.18708,0.47257,0.96523,-0.06748,0.19076,-0.22486,-0.48068,-0.39002,-0.80623,2,1,2,2,2,2,2,2,2,2
-0.81191,0.36253,0.58438,0.84670,1.47299,0.97889,0.71229,0.95302,-0.17192,0.67167,-0.14794,-0.25172,-0.35917,-0.87277,-1.13235,-0.80623,2,2,2,1,2,2,2,2,2,2
0.56004,-0.00742,2.25466,0.84670,0.44661,1.12706,-0.89022,0.85270,-0.99218,0.78176,0.25433,0.48575,-0.26963,-0.66164,-1.13235,-0.80623,2,2,2,2,2,1,2,2,2,2
-0.75353,0.60916,1.15379,0.84670,1.26771,0.20102,0.09091,-0.08356,1.08777,0.30472,1.05888,-0.84169,-0.53826,-1.05373,-1.13235,-0.24723,2,2,2,1,2,2,2,2,2,2
-0.05296,-0.56233,0.20477,0.84670,1.44366,1.09002,0.74500,0.55176,1.26354,0.59828,0.81752,-0.62045,-0.58303,-1.05373,-1.13235,-0.38698,2,2,2,1,2,2,2,2,2,2
0.38490,0.91745,-0.78221,-0.71877,-1.45952,-1.35473,-0.56318,-1.48796,0.73623,-0.57597,1.05888,0.92823,0.62581,1.78139,-0.74921,1.59748,1,2,2,2,2,2,2,2,2,2
1.78604,0.17756,1.07787,0.84670,-0.46247,0.60848,-1.41349,0.38457,-1.66596,-0.39249,-0.92567,-1.28416,-0.22486,-0.39019,-0.60554,0.36767,2,2,2,2,2,2,1,2,2,2
-0.22810,-0.62399,0.47050,0.84670,0.53458,0.42327,-0.07261,0.01675,-1.05077,-0.64936,-1.62294,-1.24729,-0.22486,-0.90293,1.26226,-0.80623,2,2,1,2,2,2,2,2,2,2
-0.05296,0.91745,-1.54142,-0.35349,-1.07829,-0.46573,0.74500,0.51832,1.26354,1.77252,0.20070,0.74386,-0.67257,-0.20923,-0.70132,-0.80623,2,2,2,2,1,2,2,2,2,2
0.09299,0.91745,-1.38958,-0.71877,-1.45952,-1.16952,0.28714,-0.41794,1.26354,0.85515,1.00524,1.33383,0.67058,0.00190,-0.00688,-0.80623,2,2,2,2,1,2,2,2,2,2
-0.57839,0.05424,-0.89609,-1.91896,0.27066,-1.24360,-0.98834,-1.48796,-1.63667,0.15794,-1.62294,2.03442,-0.26963,1.90204,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
0.06380,0.91745,-1.54142,-0.45786,-1.13694,-0.61390,1.46450,0.18394,1.26354,0.81845,-0.22839,1.29696,-0.04577,0.00190,0.23258,-0.80623,2,2,2,2,1,2,2,2,2,2
1.23142,0.91745,-0.51648,0.42924,-1.45952,-0.24348,-1.60972,-0.75232,-0.28910,-1.23648,0.92479,-0.43608,2.01373,0.78608,0.97491,1.90493,1,2,2,2,2,2,2,2,2,2
1.52332,0.79413,0.09089,0.84670,-0.13989,0.34919,1.43179,1.85584,1.26354,1.55235,0.92479,0.30138,0.26763,-0.63148,-1.13235,-0.80623,2,2,2,2,2,2,2,2,2,1
-1.13301,-1.11725,-0.51648,-0.35349,0.50526,1.01593,1.59531,1.85584,1.02918,1.51566,0.65661,0.55949,1.07352,-0.29971,0.66361,-0.80623,2,1,2,2,2,2,2,2,2,2
-0.02377,-0.00742,1.30564,0.84670,1.23839,0.68256,0.64689,0.45145,1.26354,0.12124,0.57615,-0.87856,-0.62780,-1.05373,-1.13235,-0.63853,2,2,2,1,2,2,2,2,2,2
0.47247,0.42419,2.25466,0.84670,0.68121,0.75664,-0.26884,0.48488,0.44328,0.23133,0.76388,-0.84169,-0.40394,-1.05373,-1.13235,-0.80623,3,3,3,2,3,1,3,3,3,3
0.61842,0.91745,-0.78221,0.37706,-0.52112,-0.50277,-0.20343,-1.08670,-1.66596,-1.23648,-1.48885,0.00640,-0.09054,0.57496,1.26226,1.23413,2,2,2,2,2,2,2,2,1,2
0.15137,0.91745,-1.23773,-0.30131,-1.45952,-0.91023,-1.21727,-1.28733,0.26751,-1.23648,1.03206,-0.17797,2.01373,0.96705,0.20863,1.37388,1,2,2,2,2,2,2,2,2,2
-1.13301,0.30087,0.16681,0.84670,0.35863,0.38623,-0.75941,0.28426,0.09174,0.30472,1.05888,-0.32546,0.31240,-0.87277,-0.82105,-0.80623,2,2,2,1,2,2,2,2,2,2
-0.28648,0.91745,-1.08589,-0.09258,-1.45952,-0.13235,-1.64243,-0.11700,-0.75782,-0.06223,0.09342,-0.21484,1.70033,-0.45052,1.26226,-0.80623,2,2,2,2,1,2,2,2,2,2
1.78604,0.91745,0.62234,0.74233,-0.93167,0.90481,-1.67513,0.58520,-1.02147,0.78176,-0.09430,0.19076,-0.58303,-0.69180,-1.03657,-0.80623,2,2,2,2,2,1,2,2,2,2
-1.13301,0.30087,0.01497,0.84670,0.56391,0.75664,0.25443,0.65207,-0.34769,0.34141,-0.73794,-0.47295,-0.26963,-0.96325,1.26226,-0.80623,2,2,1,2,2,2,2,2,2,2
-1.13301,-2.78201,-0.09891,-1.24059,0.71054,0.53439,1.59531,1.85584,0.56046,1.55235,-0.14794,0.55949,-0.76212,-0.29971,-0.60554,-0.80623,2,1,2,2,2,2,2,2,2,2
-0.89948,-1.42554,-0.89609,0.84670,0.32931,0.83073,-0.33425,-0.01669,-1.66596,-0.83283,-1.40840,-0.47295,0.13332,-1.05373,1.26226,-0.41493,2,2,1,2,2,2,2,2,2,2
-0.69515,-0.00742,-1.19977,-1.91896,0.59324,-0.79910,0.09091,-1.48796,-1.40231,-0.79614,-1.62294,1.22321,-0.80689,1.87188,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
1.78604,0.91745,0.62234,0.06396,-0.84369,-0.28052,-1.67513,-0.51826,-1.28513,-1.23648,0.14706,-0.98918,0.08855,-0.05842,-0.98868,-0.07953,2,2,2,2,2,2,1,2,2,2
-1.13301,0.36253,-0.97201,-1.44932,-0.16922,-1.61402,-1.18456,-1.48796,-0.61134,0.01116,0.57615,1.18634,2.01373,1.96236,-1.01262,1.84903,2,2,2,2,2,2,2,2,1,2
-1.13301,-0.99394,-0.06095,0.84670,0.94514,0.68256,0.61418,-0.15044,-0.46487,-1.23648,-1.46203,-0.80481,-0.49349,0.18286,1.26226,0.31177,2,2,2,2,2,2,2,1,2,2
-1.13301,-0.37736,-0.36464,0.84670,0.85716,1.09002,-0.00720,0.71895,0.73623,0.59828,1.05888,-0.50983,0.13332,-1.05373,-0.84500,-0.47083,2,2,2,1,2,2,2,2,2,2
-0.84110,-0.56233,-1.54142,-2.59732,-0.69707,-2.42893,0.58148,-1.18702,1.26354,0.30472,0.97843,1.81318,0.08855,1.96236,-0.79711,1.62543,1,2,2,2,2,2,2,2,2,2
-0.75353,-1.67217,-0.02299,0.84670,-0.02259,1.16410,-0.17073,0.01675,-0.93359,-1.12639,-1.62294,-1.24729,-0.22486,-1.02357,1.26226,-0.80623,3,1,2,3,3,3,3,3,3,3
1.46494,-1.05560,1.53340,0.84670,-0.46247,0.53439,-0.56318,-0.15044,-0.78711,-1.23648,-1.62294,-0.98918,-0.76212,0.21303,1.26226,0.84282,2,2,2,2,2,2,2,2,1,2
-1.13301,-0.93228,-0.28872,0.84670,0.97446,1.16410,0.87582,0.48488,-0.37698,-0.28240,-1.56930,-1.28416,-0.58303,-1.02357,1.26226,-0.75033,2,2,1,2,2,2,2,2,2,2
-1.13301,0.60916,0.58438,0.84670,0.32931,0.53439,-0.00720,-0.15044,-0.37698,-1.23648,-1.16703,-0.28859,-0.62780,0.12254,1.26226,0.50742,2,2,2,2,2,2,2,1,2,2
-1.13301,-1.42554,-0.25075,0.48142,0.91581,1.27523,1.10475,0.55176,-0.11333,-0.20901,-1.32794,-0.65732,0.04377,-0.48068,1.26226,-0.80623,2,2,1,2,2,2,2,2,2,2
-1.13301,0.91745,1.30564,0.69015,1.47299,0.20102,0.31984,-0.28419,-0.72852,-1.23648,0.60297,-1.13667,1.16307,-0.32987,-1.13235,-0.16338,2,2,2,2,2,2,2,1,2,2
-0.31567,0.91745,-1.50346,-0.45786,-1.45952,-0.76206,0.61418,-0.21731,1.26354,1.18540,0.73706,0.85448,0.22286,-0.17907,-0.31818,-0.80623,2,2,2,2,1,2,2,2,2,2
-1.13301,0.30087,-0.32668,0.84670,0.47593,0.42327,-0.20343,-0.18388,-0.90429,-1.23648,-1.59612,-0.54670,-0.44871,-0.02826,1.26226,0.28382,2,2,2,2,2,2,2,1,2,2
-0.11134,0.91745,-1.54142,-0.56222,-1.13694,-0.87319,0.81041,-0.25075,1.26354,1.22210,0.57615,0.96510,-0.04577,-0.14891,-0.48581,-0.80623,2,2,2,2,1,2,2,2,2,2
1.08547,0.91745,0.47050,0.37706,-1.45952,0.20102,-0.59588,0.38457,1.26354,0.48819,0.97843,0.48575,-0.35917,-0.26955,-0.72527,-0.80623,2,2,2,2,1,2,2,2,2,2
1.78604,0.91745,0.92603,0.42924,-0.66774,0.12694,-1.67513,-0.15044,-1.43160,-0.97961,-0.06748,-1.28416,1.43170,-0.42035,-0.15056,0.11612,2,2,2,2,2,2,1,2,2,2
1.52332,0.91745,1.38156,-0.19695,-1.13694,-0.28052,-1.67513,-0.25075,1.17565,0.41480,1.05888,0.55949,-0.18008,-0.26955,-0.43791,-0.80623,2,2,2,2,1,2,2,2,2,2
-1.13301,-0.68565,-0.85813,0.84670,0.00673,1.05298,-0.20343,0.58520,-0.72852,-0.06223,-0.97930,-1.13667,0.31240,-1.05373,1.26226,-0.77828,2,2,1,2,2,2,2,2,2,2
-1.13301,0.79413,0.47050,0.84670,1.00379,0.23806,0.35255,-0.35107,-0.40628,-1.23648,-1.59612,-0.32546,-0.49349,0.06222,1.26226,0.25587,2,2,2,2,2,2,2,1,2,2
-0.37406,0.91745,-1.31366,-1.34495,0.27066,1.05298,1.59531,0.18394,0.12103,-1.23648,-1.62294,-1.28416,-1.12029,0.75592,-0.74921,1.93288,3,3,3,3,3,3,3,3,2,1
0.67680,0.73248,1.68524,0.84670,-0.22787,0.42327,-0.07261,0.75239,1.26354,0.85515,0.89797,-0.43608,-0.22486,-1.05373,-1.13235,-0.55468,3,3,3,3,3,1,3,3,3,2
-0.16972,0.85579,-1.54142,-1.50150,-1.43019,-2.28077,0.48336,-1.48796,1.26354,0.41480,0.81752,2.25566,-0.94120,1.96236,-0.82105,0.61922,1,2,2,2,2,2,2,2,2,2
0.35571,-0.19239,1.64728,0.84670,1.44366,0.49735,0.94123,0.35113,1.26354,-0.17232,0.49570,-1.13667,-0.85166,-1.05373,-1.13235,-0.27518,2,2,2,1,2,2,2,2,2,2
-1.13301,0.42419,-0.21279,0.58579,1.47299,1.27523,1.36638,1.15364,0.06244,0.26802,-0.65749,-1.28416,-1.92618,-0.57116,0.68755,-0.19133,2,2,2,2,2,2,2,1,2,2
-1.13301,-0.99394,-0.51648,0.58579,0.47593,1.27523,0.81041,0.71895,0.12103,-0.09893,-0.63067,-1.24729,0.13332,-1.05373,1.26226,-0.63853,2,2,1,2,2,2,2,2,2,2
-0.37406,-0.93228,-0.82017,-3.06696,0.21201,-2.42893,1.43179,-0.78576,1.26354,1.25879,0.22752,2.40315,-1.38892,1.60043,-1.13235,0.53537,1,2,2,2,2,2,2,2,2,2
1.05628,0.91745,-0.59240,0.01178,0.15336,-0.61390,0.38525,-1.01983,-1.66596,-1.23648,-1.54249,-0.50983,0.13332,0.33367,1.26226,1.34593,2,2,2,2,2,2,2,2,1,2
-0.11134,0.48585,1.41952,0.84670,1.15041,0.71960,0.58148,0.68551,1.26354,0.30472,0.73706,-0.69419,-0.40394,-0.93309,-1.13235,-0.80623,2,2,2,1,2,2,2,2,2,2
1.78604,-1.98046,2.06485,0.42924,-0.11057,1.27523,-1.31538,0.81926,-1.66596,-0.28240,-0.71112,-1.28416,0.93921,-0.29971,0.97491,0.92667,1,2,2,2,2,2,2,2,2,2
1.78604,-0.87062,1.19175,0.84670,-0.46247,0.46031,1.07204,0.88614,1.20495,1.36888,0.81752,-0.21484,-0.31440,-0.99341,-1.13235,-0.80623,2,2,2,2,2,2,2,2,2,1
1.78604,0.91745,1.07787,-0.40567,-0.49179,-0.50277,-1.67513,-0.58513,0.03315,-0.02554,0.71024,0.67011,0.04377,-0.20923,-0.22240,-0.80623,2,2,2,2,1,2,2,2,2,2
-1.13301,0.91745,0.01497,0.74233,0.18268,0.12694,-0.03991,-0.35107,-0.40628,-1.23648,-0.87203,-0.32546,0.08855,0.27335,1.26226,0.53537,2,2,2,2,2,2,2,1,2,2
0.44328,0.91745,-1.54142,0.42924,-1.16627,-0.13235,0.41795,0.81926,0.47257,1.36888,1.05888,0.04327,1.07352,-0.84261,-0.58159,-0.80623,2,2,2,2,2,2,2,2,2,1
1.61089,0.91745,-1.23773,-0.09258,0.85716,-0.72502,1.56261,-1.35421,-1.66596,-1.23648,-1.22067,0.22764,2.01373,1.11785,-0.00688,1.87698,2,2,2,2,2,2,2,2,1,2
-0.72434,0.60916,1.68524,0.84670,-0.13989,1.12706,-1.38079,0.78583,-0.37698,0.85515,1.05888,-0.06735,0.17809,-1.05373,-1.13235,-0.35903,2,2,2,2,2,1,2,2,2,2
1.78604,0.91745,0.88807,0.32488,-0.75572,-0.50277,-0.46507,-1.18702,1.14636,-1.23648,0.84433,0.26451,-1.16506,0.45431,-1.13235,-0.33108,2,2,2,2,2,2,1,2,2,2
0.23894,-0.06907,2.02689,0.84670,1.47299,1.01593,-0.33425,1.18708,-0.93359,1.00193,0.57615,0.22764,-0.09054,-1.05373,-1.13235,-0.52673,2,2,2,2,2,1,2,2,2,2
1.78604,0.36253,-0.09891,0.84670,-0.52112,-0.13235,1.56261,0.85270,1.14636,1.80922,0.97843,0.19076,0.62581,-1.02357,-1.13235,-0.80623,2,2,2,2,2,2,2,2,2,1
-0.43244,0.11590,-0.36464,-2.38860,0.32931,-2.42893,1.59531,-0.65201,1.14636,1.40557,-0.09430,2.40315,-2.01572,1.57027,-1.13235,0.36767,1,2,2,2,2,2,2,2,2,2
0.26813,0.91745,-0.59240,-0.30131,-1.45952,-0.65094,-0.85752,-0.48482,0.44328,-0.17232,0.89797,0.74386,1.56601,-0.08858,1.26226,-0.80623,2,2,2,2,1,2,2,2,2,2
-0.22810,0.91745,-1.54142,-0.51004,0.06538,-1.09544,-0.10532,-1.48796,-1.66596,-0.57597,-0.22839,0.78073,2.01373,1.78139,-0.67738,1.82108,2,2,2,2,2,2,2,2,1,2
-1.13301,-1.24057,0.09089,-0.14476,1.00379,1.27523,1.59531,1.58834,0.97059,1.29549,0.52252,0.41200,0.80489,-0.39019,0.13679,-0.80623,2,1,2,2,2,2,2,2,2,2
-1.13301,0.91745,-0.28872,0.48142,0.50526,0.97889,1.59531,1.65521,0.61905,1.36888,-0.09430,0.52262,-0.76212,-0.29971,-0.48581,-0.80623,2,2,2,2,2,2,2,1,2,2
-1.13301,-0.62399,-1.38958,0.74233,0.41728,1.27523,1.59531,1.58834,0.44328,1.33218,-0.38930,0.48575,-1.25461,-0.32987,-0.53370,-0.80623,2,2,2,2,2,2,2,1,2,2
-1.13301,0.67082,0.39458,0.84670,0.24133,0.46031,-0.43236,0.38457,-1.28513,0.04785,-1.62294,-0.76794,-0.58303,-1.02357,1.26226,-0.80623,2,2,1,2,2,2,2,2,2,2
-0.22810,0.91745,-1.54142,-0.14476,-0.84369,-0.28052,1.59531,0.58520,0.50187,1.99270,-0.17476,1.66569,0.13332,0.15270,0.44809,-0.80623,2,2,2,2,1,2,2,2,2,2
1.37737,0.48585,2.25466,0.84670,0.41728,0.68256,-0.39966,0.75239,-1.02147,0.63497,-1.40840,-0.03048,-2.46344,-0.54100,-1.13235,-0.80623,2,1,2,2,2,2,2,2,2,2
0.06380,0.91745,-1.46550,-0.35349,-1.45952,-0.72502,0.74500,-0.08356,1.26354,1.14871,0.73706,1.00197,1.11829,-0.11874,0.75939,-0.80623,2,2,2,2,1,2,2,2,2,2
-1.13301,0.05424,0.24274,0.84670,1.47299,0.94185,0.54877,0.91958,0.03315,0.63497,0.36161,-0.14110,0.93921,-0.75212,-0.86894,-0.80623,2,2,2,1,2,2,2,2,2,2
0.61842,0.91745,-0.51648,-0.09258,-1.45952,-0.28052,-0.07261,0.05019,0.85341,0.78176,0.68343,1.03885,1.43170,-0.11874,1.26226,-0.80623,2,2,2,2,1,2,2,2,2,2
1.78604,0.36253,0.47050,0.84670,-0.05192,0.12694,1.36638,1.45459,1.05847,1.14871,0.71024,-0.39921,-0.26963,-1.05373,-1.13235,-0.41493,2,2,2,2,2,2,2,2,2,1
-0.66596,0.91745,-1.08589,0.42924,-1.45952,0.12694,-0.43236,0.25082,1.26354,0.85515,0.95161,0.41200,1.20784,-0.32987,0.66361,-0.80623,2,2,2,2,1,2,2,2,2,2
0.35571,0.91745,0.16681,0.79451,-1.13694,-0.02123,-1.67513,-0.65201,-0.40628,-1.23648,1.05888,-0.54670,0.84966,0.39399,-0.77316,0.06022,2,2,2,2,2,2,1,2,2,2
-0.37406,-0.50068,-1.54142,-2.64951,-0.63842,-2.42893,0.58148,-0.98639,1.26354,0.67167,0.65661,2.29253,-0.49349,1.96236,-1.03657,1.54158,1,2,2,2,2,2,2,2,2,2
0.53085,0.91745,-0.66832,-0.51004,-1.40087,-0.76206,-1.67513,-0.95295,-0.28910,-1.23648,1.05888,-0.80481,0.76012,-0.02826,-0.74921,-0.16338,2,2,2,2,2,2,1,2,2,2
-0.11134,-0.99394,0.66030,0.84670,1.03311,0.75664,0.45066,0.11707,-0.64064,-0.75944,-1.62294,-1.24729,-0.09054,-1.05373,1.26226,-0.10748,2,2,1,2,2,2,2,2,2,2
-1.13301,0.91745,-0.25075,-0.14476,-0.05192,-0.87319,-0.23613,-1.48796,-1.22654,-0.94292,-1.24749,-0.14110,0.08855,-0.08858,1.26226,0.03227,2,2,2,2,2,2,2,1,2,2
-1.01625,-1.42554,-0.59240,-0.40567,0.76919,1.16410,1.59531,1.85584,0.53116,1.47896,-0.36249,0.52262,-1.65755,-0.36003,-1.13235,-0.80623,2,1,2,2,2,2,2,2,2,2
-1.13301,-0.99394,-0.63036,0.84670,0.32931,1.05298,-0.43236,-0.25075,-0.66993,-1.23648,-0.60385,-1.13667,0.93921,-0.99341,1.26226,-0.61058,2,2,1,2,2,2,2,2,2,2
-1.13301,-0.31570,-0.13687,0.84670,0.94514,1.09002,0.54877,0.61864,0.64834,0.48819,1.05888,-0.65732,0.53626,-1.05373,-0.60554,-0.55468,2,2,2,1,2,2,2,2,2,2
0.06380,0.91745,-1.08589,-0.35349,-1.45952,-0.87319,0.58148,-0.55169,1.26354,0.89184,0.68343,1.18634,-0.22486,-0.02826,-0.70132,-0.80623,2,2,2,2,1,2,2,2,2,2
1.11466,0.91745,-0.13687,-0.30131,-1.45952,-0.46573,-0.10532,-0.25075,1.26354,0.23133,0.84433,0.92823,1.43170,-0.20923,1.19042,-0.80623,2,2,2,2,1,2,2,2,2,2
-1.13301,0.05424,-0.63036,-0.66659,1.00379,1.09002,-0.95563,1.85584,-0.84570,1.58905,1.05888,1.70256,1.87941,0.15270,1.19042,-0.80623,2,2,2,2,2,2,2,2,2,1
-1.13301,-0.80897,0.31866,0.01178,1.41434,1.27523,1.59531,1.18708,1.05847,0.96523,0.73706,0.15389,0.93921,-0.45052,0.28047,-0.80623,2,1,2,2,2,2,2,2,2,2
-1.13301,-1.98046,-0.06095,-0.14476,-0.11057,1.27523,-0.10532,0.71895,-0.28910,-0.09893,-0.97930,-1.28416,-0.85166,-0.90293,1.26226,-0.61058,2,1,2,2,2,2,2,2,2,2
1.23142,-0.31570,-0.47852,0.16833,-1.45952,-0.46573,-1.41349,-0.95295,0.12103,-1.23648,1.05888,-0.36233,2.01373,0.81624,0.87912,1.98878,1,2,2,2,2,2,2,2,2,2
1.58170,0.91745,0.35662,0.16833,1.47299,0.94185,1.36638,0.85270,0.99988,0.37811,0.76388,-0.62045,0.08855,-1.02357,-1.13235,-0.80623,2,2,2,2,2,2,2,2,2,1
-0.72434,-0.50068,-0.25075,0.84670,0.06538,0.31214,-0.69400,-0.11700,-1.66596,-0.75944,-0.95249,-1.09980,0.49149,-1.05373,1.26226,-0.16338,2,2,1,2,2,2,2,2,2,2
-0.75353,0.67082,-1.54142,-1.34495,-0.99032,-1.79923,0.38525,-1.48796,1.26354,-0.24571,0.89797,1.22321,0.22286,1.96236,-0.72527,1.68133,1,2,2,2,2,2,2,2,2,2
-0.14053,0.11590,0.85011,0.84670,1.47299,1.01593,0.58148,0.65207,0.35539,0.12124,0.68343,-0.80481,-0.49349,-1.05373,-1.13235,-0.80623,2,2,2,1,2,2,2,2,2,2
1.78604,0.91745,0.81215,-0.19695,-0.55044,-0.35460,-1.38079,-0.51826,-1.31442,-1.23648,-0.04067,-1.21042,-0.31440,-0.36003,-1.13235,-0.30313,2,2,2,2,2,2,1,2,2,2
1.28980,0.91745,2.25466,0.37706,0.82784,0.38623,0.31984,0.55176,-0.37698,0.41480,-0.87203,-0.17797,-1.97095,-0.60132,-1.13235,-0.80623,2,1,2,2,2,2,2,2,2,2
-0.54920,-1.42554,-0.06095,0.74233,-0.16922,1.27523,-0.46507,0.58520,-0.46487,-0.35579,-1.62294,-1.28416,-1.12029,-1.05373,1.26226,-0.80623,2,1,2,2,2,2,2,2,2,2
1.46494,-0.13073,0.69826,0.84670,-0.25719,-0.09531,0.25443,-0.71888,-1.08006,-1.23648,-1.62294,-0.21484,-0.26963,0.57496,1.26226,1.23413,2,2,2,2,2,2,2,2,1,2
1.78604,0.67082,0.20477,0.84670,0.85716,0.86777,1.00663,1.45459,0.73623,0.85515,0.71024,-0.28859,0.08855,-0.90293,-1.13235,-0.80623,2,2,2,2,2,2,2,2,2,1
-1.13301,-1.85715,-0.32668,0.37706,-0.31584,1.27523,-0.49777,0.08363,-1.10936,-1.23648,-1.59612,-1.02605,-0.22486,-0.84261,1.26226,-0.58263,2,1,2,2,2,2,2,2,2,2
-1.13301,-1.30223,-0.97201,-0.40567,0.38796,1.16410,1.59531,1.85584,0.82411,1.47896,0.36161,0.52262,0.53626,-0.36003,0.99885,-0.80623,2,1,2,2,2,2,2,2,2,2
1.78604,0.91745,0.47050,-0.24913,-0.90234,-0.57685,-1.67513,-0.88607,-0.61134,-1.23648,0.36161,-0.36233,-0.13531,0.54480,-1.08446,0.25587,2,2,2,2,2,2,1,2,2,2
1.78604,0.91745,0.62234,0.37706,-0.63842,-0.09531,-1.47890,-0.38450,-1.40231,-1.19978,0.03979,-1.28416,0.17809,-0.39019,-1.13235,-0.47083,2,2,2,2,2,2,1,2,2,2
1.26061,0.91745,-0.63036,0.53360,0.06538,-0.72502,0.77770,-1.48796,-1.66596,-0.75944,-0.60385,0.78073,2.01373,1.72107,0.40020,1.96083,2,2,2,2,2,2,2,2,1,2
-0.02377,0.30087,-1.54142,-0.45786,-1.45952,-1.24360,-0.30154,-1.48796,1.05847,-0.39249,1.05888,1.14947,0.22286,1.96236,-1.10841,1.82108,1,2,2,2,2,2,2,2,2,2
0.06380,-0.13073,1.79913,-0.71877,0.82784,1.27523,-0.33425,1.18708,1.08777,1.11201,1.05888,-0.25172,0.04377,-1.02357,-1.13235,-0.80623,2,2,2,2,2,2,2,2,2,1
0.96870,0.36253,-0.44056,0.53360,0.06538,-0.68798,0.31984,-1.48796,-1.66596,-0.61266,-0.41612,0.78073,2.01373,1.75123,-0.05478,1.98878,2,2,2,2,2,2,2,2,1,2
-1.13301,-1.05560,-0.89609,0.01178,0.91581,1.27523,1.59531,1.22052,0.85341,0.96523,0.30797,0.19076,0.13332,-0.45052,0.06495,-0.80623,2,1,2,2,2,2,2,2,2,2
-0.16972,-1.17891,0.47050,0.84670,0.09471,0.94185,0.22173,0.28426,-0.17192,-0.61266,-1.62294,-1.28416,-0.89643,-0.96325,1.26226,-0.63853,2,1,2,2,2,2,2,2,2,2
1.78604,0.91745,1.98893,0.06396,0.50526,0.23806,-0.13802,0.45145,-0.87500,0.30472,-1.43521,-0.25172,-2.46344,-0.63148,-0.82105,-0.80623,2,1,2,2,2,2,2,2,2,2
-0.14053,0.11590,1.15379,0.84670,0.88649,0.34919,0.45066,0.25082,1.26354,0.12124,0.62979,-0.87856,-0.49349,-1.05373,-1.13235,-0.77828,2,2,2,1,2,2,2,2,2,2
1.78604,0.91745,0.66030,0.53360,-0.84369,0.01581,-1.51161,-0.31763,-1.16795,-1.08970,0.36161,-1.28416,0.31240,-0.17907,-1.13235,0.22792,2,2,2,2,2,2,1,2,2,2
-0.49082,-0.99394,-0.02299,0.84670,0.85716,0.79368,0.58148,0.25082,-0.46487,-0.42919,-1.62294,-1.28416,-0.40394,-0.99341,1.26226,-0.80623,2,2,1,2,2,2,2,2,2,2
1.34818,0.91745,0.12885,0.16833,-1.13694,-0.42869,-1.67513,-0.95295,-0.20121,-1.23648,1.05888,-0.54670,0.58103,0.33367,-0.94078,0.33972,2,2,2,2,2,2,1,2,2,2
1.58170,0.91745,0.05293,0.58579,0.29998,0.16398,1.56261,1.85584,1.17565,1.58905,1.05888,0.08014,0.13332,-0.78229,-1.13235,-0.80623,2,2,2,2,2,2,2,2,2,1
-1.13301,-1.48720,-0.44056,0.42924,-0.11057,1.27523,-0.10532,0.58520,-0.40628,-0.35579,-1.51567,-1.28416,-0.44871,-0.87277,1.26226,-0.58263,2,1,2,2,2,2,2,2,2,2
1.14385,0.91745,-0.13687,0.79451,0.24133,-0.24348,0.74500,-0.81920,-1.10936,-1.23648,-1.62294,-0.25172,-0.18008,0.60512,1.26226,1.42978,2,2,2,2,2,2,2,2,1,2
1.28980,-1.48720,0.69826,0.84670,-0.96099,0.75664,-1.67513,-0.11700,-1.08006,-1.23648,0.20070,-1.17354,2.01373,0.03206,1.04675,1.26208,1,2,2,2,2,2,2,2,2,2
0.50166,-0.00742,2.06485,0.84670,1.47299,1.16410,-0.13802,1.68865,-1.46090,1.36888,-0.09430,0.63324,-0.31440,-1.05373,-1.13235,-0.49878,2,2,2,2,2,1,2,2,2,2
0.53085,0.91745,-0.93405,-0.61440,-1.45952,-1.16952,-0.89022,-1.48796,0.70693,-0.72275,1.05888,0.59637,0.80489,1.54011,-0.84500,1.48568,1,2,2,2,2,2,2,2,2,2
-1.07463,-1.17891,-0.55444,0.84670,0.82784,1.23818,0.84311,0.65207,-0.46487,0.01116,-1.62294,-1.02605,-0.35917,-0.96325,1.26226,-0.80623,2,2,1,2,2,2,2,2,2,2
-0.72434,-1.11725,-1.54142,-2.80605,-0.69707,-2.42893,0.61418,-0.95295,1.26354,0.52489,0.95161,1.85006,-0.09054,1.96236,-0.96473,1.62543,1,2,2,2,2,2,2,2,2,2
1.78604,-0.00742,-0.32668,0.84670,-1.45952,0.05285,0.15632,-0.35107,0.32610,-1.23648,-1.00612,-0.39921,0.71535,0.72576,0.32836,1.54158,2,2,2,2,2,2,2,2,1,2
