A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,L1,L2,L3,L4
-0.39130,-0.76923,-0.63889,-0.88646,-0.75824,-0.92453,-0.92157,0.77143,-1.00000,-0.80000,-0.91579,-0.94964,-0.63522,-0.31579,-0.18182,-0.26829,-0.73333,-0.86667,1,2,2,2
0.56522,0.46154,0.52778,-0.25764,-0.75824,-0.92453,0.50327,-0.82857,0.33333,0.14286,0.38947,0.41966,0.35849,-0.39474,-1.00000,-0.07317,-0.26667,-0.66667,2,2,1,2
0.34783,0.38462,0.88889,-0.22271,-0.73626,-0.66038,0.37255,-0.71429,0.16667,0.28571,0.07368,0.22302,0.18239,-0.65789,0.36364,0.07317,-0.06667,0.33333,2,1,2,2
-0.39130,-0.69231,-0.44444,-0.75546,-0.78022,-0.84906,-0.79085,0.48571,-0.83333,-0.68571,-0.74737,-0.85851,-0.71069,-0.68421,-0.90909,-0.31707,-0.33333,-0.26667,2,1,3,2
-0.60870,-0.76923,-0.61111,-0.88646,-0.86813,-0.81132,-0.83007,0.60000,-0.83333,-0.77143,-0.83158,-0.89209,-0.76101,-0.50000,-0.90909,-0.75610,-0.73333,-0.80000,2,1,2,2
0.39130,0.76923,0.61111,-0.08297,-0.62637,-0.66038,0.37255,-0.71429,0.16667,0.57143,0.00000,0.22782,0.34591,-0.65789,-0.81818,-0.07317,-0.20000,0.20000,3,2,3,1
-0.69565,-0.53846,-0.44444,-0.84279,-0.80220,-0.84906,-0.64706,0.31429,-0.83333,-0.62857,-0.77895,-0.76739,-0.58491,-0.44737,-1.00000,-0.75610,-0.80000,-0.66667,2,2,2,1
0.43478,0.61538,0.66667,0.07424,-0.56044,-0.92453,0.80392,-0.94286,0.66667,0.25714,0.57895,0.77218,0.92453,-0.23684,-0.54545,-0.46341,-0.60000,-0.93333,2,2,1,2
-0.65217,0.00000,-0.13889,-0.67686,-0.69231,-0.81132,-0.46405,0.02857,-0.66667,-0.14286,-0.50526,-0.60911,0.01887,-0.44737,-0.90909,-0.31707,-0.60000,-0.60000,2,2,1,2
0.17391,0.38462,0.91667,0.04803,-0.56044,-0.73585,0.37255,-0.77143,0.16667,0.25714,0.13684,0.24700,0.22013,-0.65789,-0.45455,-0.12195,-0.13333,0.20000,2,2,2,1
-0.34783,-0.15385,-0.13889,-0.64192,-0.80220,-0.77358,-0.60784,0.25714,-0.66667,-0.28571,-0.69474,-0.73141,-0.18239,-0.76316,-0.36364,-0.12195,-0.20000,0.06667,2,2,2,1
-0.08696,0.23077,0.30556,-0.51965,-0.62637,-0.69811,-0.41176,-0.02857,-0.50000,0.14286,-0.48421,-0.57074,0.18239,-0.57895,-0.63636,-1.00000,-0.53333,-0.13333,1,2,2,2
0.13043,-0.23077,0.36111,-0.20524,-0.64835,-0.77358,-0.03268,-0.48571,-0.16667,-0.25714,-0.15789,-0.19185,-0.28302,-0.76316,-0.45455,-0.36585,0.00000,0.20000,2,1,2,2
-0.26087,0.07692,0.25000,-0.64192,-0.75824,-0.73585,-0.47712,0.02857,-0.66667,0.05714,-0.52632,-0.61391,-0.05660,-0.63158,-0.63636,-0.90244,-0.33333,0.06667,1,2,2,2
-0.08696,0.07692,0.25000,1.00000,1.00000,0.77358,-0.43791,-0.02857,-0.66667,0.05714,1.00000,-0.59233,-0.01887,1.00000,0.09091,-0.56098,-0.20000,0.00000,1,2,2,2
0.17391,0.84615,0.86111,-0.10044,-0.64835,-0.66038,0.50327,-0.77143,0.33333,0.77143,0.09474,0.37170,0.20755,-0.65789,-0.45455,-0.07317,-0.33333,0.13333,2,2,2,1
-0.43478,-0.30769,-0.30556,-0.92140,-0.93407,-0.77358,-0.47712,0.08571,-0.66667,-0.34286,-0.58947,-0.64508,-0.22013,-0.31579,-0.63636,-0.21951,-0.80000,-0.86667,2,2,1,2
-0.21739,-0.61538,-0.16667,-0.51092,-0.58242,-0.13208,-0.63399,0.20000,-0.83333,-0.40000,-0.66316,-0.73141,-0.73585,-0.78947,-0.63636,-0.46341,0.06667,0.40000,1,2,2,2
-0.13043,-0.15385,0.38889,-0.45852,-0.60440,-0.69811,-0.46405,0.02857,-0.66667,0.08571,-0.57895,-0.60671,-0.57233,-0.81579,-0.18182,-0.17073,0.20000,0.46667,1,2,2,2
-0.43478,0.07692,-0.02778,-0.46725,-0.53846,-0.84906,-0.45098,-0.02857,-0.66667,-0.20000,-0.51579,-0.58753,0.01887,-0.60526,-0.36364,-0.85366,-0.20000,-0.13333,2,2,1,2
-0.26087,0.23077,0.19444,-0.27511,-0.64835,-0.81132,-0.16340,-0.37143,-0.33333,0.02857,-0.21053,-0.32134,0.42138,-0.71053,-0.90909,-0.90244,-0.13333,-0.06667,2,1,2,2
0.04348,-0.69231,0.00000,-0.43231,-0.71429,-0.77358,-0.35948,-0.14286,-0.50000,-0.62857,-0.37895,-0.50360,-0.66038,-0.65789,-1.00000,-1.00000,-0.20000,-0.26667,2,2,2,1
0.52174,0.84615,0.83333,-0.36245,-0.91209,-0.88679,0.88235,-1.00000,0.83333,0.48571,0.63158,0.87530,0.91195,-0.26316,0.00000,-0.90244,-0.60000,-1.00000,2,2,1,2
-0.30435,-0.38462,-0.02778,-0.49345,-0.58242,-0.88679,-0.46405,-0.02857,-0.66667,-0.48571,-0.52632,-0.59712,-0.43396,-0.65789,-0.81818,-1.00000,-0.20000,-0.06667,2,2,1,2
0.08696,-0.61538,-0.16667,-0.28384,-0.53846,-0.84906,-0.32026,-0.25714,-0.50000,-0.48571,-0.37895,-0.45084,-0.74843,-0.68421,-0.72727,-0.17073,0.60000,0.46667,2,2,1,2
-0.39130,-0.30769,-0.33333,-0.59825,-0.62637,-0.69811,-0.72549,0.37143,-0.83333,-0.34286,-0.71579,-0.80576,-0.37107,-0.78947,-0.36364,-1.00000,0.13333,0.33333,1,2,2,2
0.47826,0.53846,0.88889,-0.04803,-0.62637,-0.62264,0.22876,-0.65714,0.00000,0.28571,-0.09474,0.06235,0.16981,-0.84211,0.90909,0.07317,0.20000,0.60000,2,1,2,2
-0.47826,-0.69231,0.11111,-0.52838,-0.73626,-0.77358,-0.46405,0.02857,-0.66667,-0.77143,-0.48421,-0.60671,-0.66038,-0.73684,-0.45455,0.02439,0.00000,0.06667,3,2,3,1
0.21739,0.46154,0.80556,-0.49345,-0.86813,-0.69811,0.30719,-0.71429,0.16667,0.28571,0.01053,0.16307,0.19497,-0.60526,0.09091,-0.46341,-0.33333,-0.13333,2,2,2,1
0.00000,-0.53846,0.02778,-0.51092,-0.67033,-0.77358,-0.63399,0.20000,-0.83333,-0.08571,-0.67368,-0.73621,-0.81132,-0.92105,0.36364,-0.85366,0.66667,0.80000,1,2,2,2
0.30435,0.15385,0.69444,-0.12664,-0.67033,-0.62264,0.15033,-0.60000,0.00000,0.14286,-0.10526,-0.01439,-0.30818,-0.81579,-0.27273,0.07317,0.06667,0.40000,3,2,3,1
-0.34783,-0.46154,-0.08333,-0.39738,-0.53846,-0.81132,-0.50327,0.02857,-0.66667,-0.45714,-0.53684,-0.62350,-0.47170,-0.73684,-0.81818,-0.02439,0.33333,0.26667,2,2,1,2
-0.69565,-0.61538,-0.33333,-0.77293,-0.73626,-0.77358,-0.71242,0.42857,-0.83333,-0.77143,-0.76842,-0.82014,-0.67296,-0.55263,-0.90909,0.12195,-0.80000,-0.53333,2,2,2,1
-0.21739,-0.61538,-0.02778,-0.72052,-0.86813,-0.84906,-0.58170,0.20000,-0.66667,-0.62857,-0.63158,-0.70983,-0.49686,-0.73684,-0.90909,-0.65854,-0.33333,-0.33333,2,1,2,2
-0.43478,-0.07692,-0.13889,-0.55459,-0.58242,-0.81132,-0.55556,0.08571,-0.66667,-0.25714,-0.61053,-0.66906,-0.15723,-0.65789,-0.54545,-0.70732,-0.13333,0.00000,2,2,1,2
-0.43478,-0.61538,0.27778,-0.37991,-0.71429,-0.73585,-0.24183,-0.25714,-0.33333,-0.54286,-0.35789,-0.40288,-0.63522,-0.76316,-0.90909,0.36585,0.00000,0.20000,3,1,3,2
-0.30435,-0.07692,0.02778,-0.26638,-0.62637,-0.73585,-0.35948,-0.14286,-0.50000,-0.05714,-0.36842,-0.50600,-0.18239,-0.81579,-0.63636,-0.90244,0.20000,0.33333,2,1,2,2
-0.78261,-0.76923,-0.69444,-0.89520,-0.80220,-0.92453,-0.89542,0.77143,-1.00000,-0.82857,-0.94737,-0.94005,-0.67296,-0.34211,-0.90909,-0.41463,-0.93333,-0.80000,2,2,2,1
-0.69565,-0.23077,-0.13889,-0.74672,-0.71429,-0.81132,-0.50327,0.08571,-0.66667,-0.20000,-0.57895,-0.64988,-0.15723,-0.42105,-0.45455,-0.26829,-0.73333,-0.80000,2,2,1,2
-0.34783,-0.76923,0.05556,-0.51092,-0.67033,-0.84906,-0.63399,0.25714,-0.83333,-0.85714,-0.67368,-0.75300,-0.74843,-0.81579,-0.63636,0.70732,0.20000,0.40000,2,2,2,1
-0.47826,-0.07692,0.16667,-0.74672,-0.80220,-0.66038,-0.38562,-0.02857,-0.50000,0.08571,-0.57895,-0.57314,-0.19497,-0.55263,-0.09091,0.02439,-0.53333,-0.20000,1,2,2,2
0.21739,0.53846,0.88889,-0.30131,-0.84615,-0.62264,0.35948,-0.71429,0.16667,0.54286,-0.05263,0.20144,-0.01887,-0.76316,-0.63636,0.17073,-0.06667,0.33333,3,2,3,1
-0.30435,-0.15385,-0.16667,-0.52838,-0.62637,-0.84906,-0.62092,0.20000,-0.83333,-0.28571,-0.64211,-0.72422,-0.19497,-0.81579,-0.18182,-0.46341,0.13333,0.20000,2,2,1,2
0.00000,-0.76923,-0.05556,-0.31004,-0.49451,-0.84906,-0.51634,-0.02857,-0.66667,-0.74286,-0.49474,-0.62350,-0.77358,-0.73684,-1.00000,-0.17073,0.66667,0.60000,2,2,1,2
-0.39130,-0.23077,-0.16667,-0.43231,-0.45055,-0.81132,-0.47712,0.02857,-0.66667,-0.22857,-0.50526,-0.62350,-0.22013,-0.55263,-0.45455,-0.41463,-0.46667,-0.60000,2,2,1,2
-0.13043,-0.92308,-0.11111,-0.65066,-0.80220,-0.84906,-0.72549,0.37143,-0.83333,-0.85714,-0.70526,-0.81055,-0.79874,-0.89474,-0.54545,-0.02439,0.60000,0.66667,2,1,2,2
0.00000,-0.53846,-0.50000,-0.88646,-0.91209,-0.84906,-0.72549,0.48571,-0.83333,-0.40000,-0.74737,-0.82974,-0.48428,-0.28947,-0.45455,-1.00000,-0.66667,-0.93333,1,2,2,2
0.08696,0.15385,0.69444,-0.20524,-0.69231,-0.66038,0.24183,-0.71429,0.00000,-0.02857,0.02105,0.11751,0.05660,-0.68421,-0.54545,-0.65854,-0.13333,0.00000,3,2,3,1
-0.26087,-0.92308,-0.27778,-0.52838,-0.73626,-0.81132,-0.63399,0.20000,-0.83333,-0.82857,-0.63158,-0.72662,-0.89937,-0.94737,-0.90909,-0.85366,0.66667,0.73333,2,1,2,2
-0.47826,-0.07692,-0.16667,-0.86026,-0.84615,-0.81132,-0.51634,0.08571,-0.66667,-0.22857,-0.58947,-0.65947,-0.03145,-0.42105,-0.27273,-0.80488,-0.66667,-0.80000,2,2,1,2
-0.21739,-0.38462,0.47222,-0.18777,-0.60440,-0.73585,-0.07190,-0.42857,-0.33333,-0.45714,-0.24211,-0.23261,-0.44654,-0.81579,0.00000,0.17073,0.13333,0.26667,3,2,3,1
-0.30435,-0.76923,-0.19444,-0.66812,-0.78022,-0.81132,-0.69935,0.37143,-0.83333,-0.77143,-0.74737,-0.80336,-0.76101,-0.81579,-0.72727,0.75610,0.13333,0.46667,2,2,2,1
0.43478,0.53846,0.61111,-0.13537,-0.64835,-0.66038,0.41176,-0.77143,0.33333,0.40000,0.03158,0.26139,0.32075,-0.68421,-0.09091,0.17073,-0.20000,0.06667,3,2,3,1
-0.43478,-0.61538,0.36111,-0.37118,-0.73626,-0.73585,-0.25490,-0.25714,-0.50000,-0.60000,-0.36842,-0.41487,-0.50943,-0.78947,-0.36364,0.60976,0.13333,0.40000,3,2,3,1
0.69565,0.30769,0.77778,-0.18777,-0.75824,-0.66038,0.25490,-0.65714,0.16667,0.17143,-0.02105,0.09113,-0.03145,-0.78947,0.36364,0.07317,0.00000,0.40000,2,1,2,2
-0.52174,-0.69231,-0.16667,-0.64192,-0.67033,-0.73585,-0.68627,0.25714,-0.83333,-0.54286,-0.69474,-0.76978,-0.61006,-0.76316,0.00000,-0.56098,0.20000,0.40000,1,2,2,2
0.34783,0.53846,0.88889,-0.10917,-0.69231,-0.66038,0.37255,-0.71429,0.16667,0.42857,0.01053,0.22302,0.25786,-0.78947,-1.00000,-0.56098,-0.20000,0.33333,3,1,3,2
0.13043,0.07692,0.41667,0.06550,-0.40659,-0.88679,0.17647,-0.65714,0.00000,-0.14286,0.09474,0.06715,-0.03145,-0.47368,-0.63636,-0.46341,0.06667,-0.33333,2,2,1,2
-0.52174,-0.61538,0.19444,-0.67686,-0.84615,-0.81132,-0.51634,0.08571,-0.66667,-0.60000,-0.50526,-0.65707,-0.49686,-0.60526,-0.45455,0.41463,-0.40000,-0.33333,2,1,2,2
-0.47826,-0.30769,-0.16667,-0.77293,-0.80220,-0.81132,-0.50327,0.08571,-0.66667,-0.22857,-0.50526,-0.65468,-0.20755,-0.39474,-0.09091,-0.31707,-0.66667,-0.73333,2,2,1,2
0.34783,0.38462,0.80556,-0.44105,-0.84615,-0.69811,0.25490,-0.65714,0.16667,0.25714,-0.05263,0.09592,0.40881,-0.65789,-0.18182,-0.02439,-0.26667,0.06667,2,1,2,2
-0.47826,-0.69231,-0.22222,-0.64192,-0.71429,-0.84906,-0.76471,0.42857,-0.83333,-0.65714,-0.78947,-0.83453,-0.84906,-0.84211,-0.72727,-0.31707,0.26667,0.46667,1,2,2,2
-0.13043,-0.30769,-0.33333,-0.83406,-0.91209,-0.81132,-0.69935,0.42857,-0.83333,-0.25714,-0.64211,-0.81295,-0.42138,-0.50000,0.45455,-0.41463,-0.40000,-0.73333,1,2,2,2
-0.52174,-0.46154,-0.13889,-0.76419,-0.82418,-0.81132,-0.50327,0.08571,-0.66667,-0.54286,-0.61053,-0.64988,-0.29560,-0.44737,0.09091,-0.95122,-0.73333,-0.66667,2,2,2,1
-0.21739,0.23077,0.27778,-0.20524,-0.64835,-0.77358,-0.15033,-0.37143,-0.33333,0.08571,-0.23158,-0.30695,0.15723,-0.78947,-0.36364,-0.75610,0.06667,0.13333,3,2,3,1
0.08696,0.07692,0.91667,-0.14410,-0.73626,-0.66038,0.13725,-0.54286,0.00000,0.02857,-0.18947,-0.03597,-0.29560,-0.94737,-0.90909,0.60976,0.20000,0.80000,3,1,3,2
0.21739,0.38462,0.61111,-0.21397,-0.71429,-0.69811,0.08497,-0.54286,-0.16667,0.22857,-0.06316,-0.06954,0.38365,-0.78947,-1.00000,-0.51220,0.06667,0.33333,3,1,3,2
-0.26087,0.07692,-0.08333,-0.72052,-0.75824,-0.66038,-0.35948,-0.08571,-0.50000,0.00000,-0.55789,-0.53957,-0.04403,-0.52632,0.00000,-0.60976,-0.53333,-0.33333,1,2,2,2
-0.21739,-0.76923,-0.44444,-0.80786,-0.80220,-0.84906,-0.90850,0.71429,-1.00000,-0.65714,-0.90526,-0.93525,-0.88679,-0.78947,-0.45455,-0.31707,0.06667,0.13333,1,2,2,2
0.13043,0.30769,0.33333,-0.12664,-0.62637,-0.69811,-0.04575,-0.48571,-0.16667,0.17143,-0.16842,-0.20144,0.05660,-0.81579,0.09091,-0.46341,0.20000,0.33333,2,2,2,1
0.26087,0.53846,0.69444,0.17031,-0.45055,-0.92453,0.64706,-0.88571,0.50000,0.28571,0.44211,0.58273,0.67296,-0.31579,-0.36364,0.07317,-0.46667,-0.80000,2,2,1,2
-0.30435,0.00000,-0.05556,-0.72926,-0.73626,-0.73585,-0.41176,0.02857,-0.50000,0.14286,-0.57895,-0.58753,-0.14465,-0.47368,0.09091,-0.85366,-0.46667,-0.33333,1,2,2,2
0.21739,0.46154,0.69444,-0.18777,-0.67033,-0.73585,-0.00654,-0.48571,-0.16667,0.25714,-0.17895,-0.17746,0.18239,-0.78947,0.27273,-0.26829,0.13333,0.40000,3,1,3,2
-0.04348,0.84615,0.77778,0.08297,-0.40659,-0.69811,0.30719,-0.71429,0.16667,0.62857,-0.01053,0.16547,0.43396,-0.60526,-1.00000,-0.80488,-0.33333,-0.20000,3,2,3,1
0.21739,0.53846,0.41667,-0.21397,-0.60440,-0.84906,0.20261,-0.65714,0.00000,0.22857,0.06316,0.08393,0.32075,-0.50000,-0.54545,-0.31707,0.06667,-0.26667,2,2,1,2
-0.21739,-0.53846,0.16667,-0.47598,-0.53846,-0.69811,-0.59477,0.14286,-0.66667,-0.45714,-0.64211,-0.70264,-0.38365,-0.76316,0.18182,-0.56098,0.00000,0.33333,1,2,2,2
-0.21739,0.00000,-0.02778,-0.29258,-0.38462,-0.81132,-0.45098,-0.08571,-0.66667,-0.17143,-0.49474,-0.57314,0.04403,-0.65789,-0.27273,-0.60976,0.06667,0.20000,2,2,1,2
-0.08696,-0.69231,-0.05556,-0.43231,-0.73626,-0.81132,-0.34641,-0.14286,-0.50000,-0.57143,-0.49474,-0.49640,-0.73585,-0.89474,-0.45455,-0.70732,0.46667,0.53333,2,2,2,1
-0.17391,-0.61538,-0.05556,-0.35371,-0.67033,-0.73585,-0.35948,-0.14286,-0.50000,-0.51429,-0.46316,-0.51079,-0.71069,-0.89474,-0.36364,0.41463,0.40000,0.66667,2,2,2,1
-0.04348,-0.23077,-0.13889,-0.51965,-0.62637,-0.84906,-0.56863,0.08571,-0.66667,-0.34286,-0.58947,-0.66906,-0.22013,-0.78947,-0.27273,-0.80488,0.26667,0.26667,2,2,1,2
0.43478,0.46154,0.69444,-0.04803,-0.62637,-0.66038,0.16340,-0.60000,0.00000,0.14286,-0.11579,0.01439,0.19497,-0.84211,-0.81818,-0.80488,0.06667,0.53333,3,1,3,2
-0.65217,-0.23077,-0.22222,-0.69432,-0.67033,-0.81132,-0.51634,0.14286,-0.66667,-0.22857,-0.55789,-0.66667,-0.22013,-0.36842,-0.90909,-0.31707,-0.73333,-0.80000,2,2,1,2
-0.17391,-0.23077,-0.16667,-0.82533,-0.89011,-0.84906,-0.64706,0.31429,-0.83333,-0.25714,-0.64211,-0.76499,-0.20755,-0.47368,-0.63636,-0.21951,-0.53333,-0.73333,1,2,2,2
-0.56522,-0.07692,-0.08333,-0.50218,-0.53846,-0.77358,-0.60784,0.14286,-0.83333,-0.25714,-0.58947,-0.70983,-0.11950,-0.68421,-0.09091,-0.85366,0.00000,0.20000,1,2,2,2
0.30435,0.84615,0.80556,0.02183,-0.51648,-0.66038,0.38562,-0.77143,0.16667,0.57143,0.01053,0.25180,0.77358,-0.63158,-0.09091,-0.90244,-0.26667,-0.06667,3,2,3,1
0.08696,-0.30769,0.38889,-0.23144,-0.69231,-0.73585,-0.13725,-0.37143,-0.33333,-0.25714,-0.37895,-0.29017,-0.63522,-0.94737,-0.72727,-0.60976,0.53333,0.80000,3,1,3,2
-0.26087,-0.38462,-0.38889,-0.62445,-0.71429,-0.84906,-0.79085,0.48571,-0.83333,-0.34286,-0.80000,-0.85132,-0.39623,-0.94737,0.18182,-0.80488,0.66667,0.80000,1,2,2,2
0.43478,0.46154,0.86111,-0.06550,-0.67033,-0.77358,0.15033,-0.60000,0.00000,0.22857,-0.07368,0.00240,0.14465,-0.78947,-0.18182,-0.17073,0.20000,0.33333,3,2,3,1
0.04348,0.07692,0.13889,-0.31004,-0.62637,-0.77358,-0.26797,-0.25714,-0.50000,-0.08571,-0.33684,-0.41966,-0.08176,-0.71053,0.00000,-0.90244,0.06667,0.13333,2,2,2,1
-0.47826,-0.46154,-0.27778,-0.85153,-0.89011,-0.92453,-0.47712,0.02857,-0.66667,-0.57143,-0.57895,-0.62590,-0.32075,-0.26316,0.18182,-0.85366,-0.73333,-0.86667,2,2,2,1
0.17391,0.23077,0.11111,-0.10917,-0.49451,-0.84906,-0.07190,-0.48571,-0.33333,0.08571,-0.20000,-0.20144,0.11950,-0.63158,-0.72727,-0.36585,0.46667,0.20000,2,2,1,2
-0.60870,-0.23077,-0.13889,-0.56332,-0.53846,-0.81132,-0.50327,0.08571,-0.66667,-0.28571,-0.56842,-0.64988,-0.19497,-0.50000,-0.36364,-0.46341,-0.66667,-0.66667,2,2,1,2
-0.78261,-0.23077,-0.16667,-0.62445,-0.60440,-0.77358,-0.54248,0.14286,-0.66667,-0.22857,-0.58947,-0.67626,-0.25786,-0.52632,-0.90909,-0.41463,-0.66667,-0.66667,2,2,1,2
0.00000,0.61538,0.77778,-0.37991,-0.75824,-0.69811,0.34641,-0.71429,0.16667,0.62857,-0.04211,0.19424,0.42138,-0.57895,0.18182,0.12195,-0.33333,-0.13333,2,2,2,1
0.39130,0.38462,0.88889,-0.15284,-0.67033,-0.66038,0.41176,-0.77143,0.33333,0.28571,0.07368,0.26379,0.16981,-0.65789,0.09091,-0.21951,-0.13333,0.26667,2,1,2,2
-0.17391,-0.46154,-0.38889,-0.65066,-0.73626,-0.77358,-0.80392,0.48571,-1.00000,-0.40000,-0.80000,-0.86331,-0.48428,-0.92105,0.18182,-0.95122,0.86667,0.93333,1,2,2,2
-0.21739,-0.15385,-0.27778,-0.58952,-0.64835,-0.81132,-0.67320,0.25714,-0.83333,-0.20000,-0.62105,-0.76978,-0.27044,-0.65789,-0.90909,-0.56098,-0.20000,-0.13333,1,2,2,2
0.34783,0.69231,0.91667,0.10044,-0.56044,-0.62264,0.38562,-0.77143,0.16667,0.60000,0.05263,0.25180,0.47170,-0.78947,-0.27273,0.07317,0.00000,0.40000,2,1,2,1
0.39130,0.30769,0.47222,-0.39738,-0.84615,-0.92453,0.43791,-0.77143,0.33333,0.17143,0.30526,0.32134,0.22013,-0.36842,-0.63636,-0.41463,-0.33333,-0.80000,2,2,1,2
0.47826,0.76923,0.80556,-0.14410,-0.69231,-0.66038,0.42484,-0.77143,0.33333,0.74286,0.09474,0.29736,0.29560,-0.65789,0.36364,-0.95122,-0.13333,0.00000,2,2,2,1
-0.60870,-0.46154,-0.08333,-0.67686,-0.78022,-0.77358,-0.46405,0.02857,-0.66667,-0.57143,-0.54737,-0.62110,-0.44654,-0.57895,0.00000,-0.56098,-0.66667,-0.60000,2,2,2,1
0.04348,0.69231,0.77778,0.00437,-0.47253,-0.73585,0.29412,-0.65714,0.16667,0.51429,-0.03158,0.13669,0.43396,-0.60526,-0.90909,0.17073,-0.33333,0.00000,2,1,2,1
0.21739,0.69231,0.69444,-0.31004,-0.78022,-0.58491,0.47712,-0.77143,0.33333,0.68571,0.00000,0.33573,0.19497,-0.68421,-0.54545,-0.51220,-0.33333,0.13333,2,2,2,1
-0.30435,0.00000,0.05556,-0.59825,-0.64835,-0.66038,-0.37255,-0.02857,-0.50000,0.20000,-0.57895,-0.56115,-0.15723,-0.63158,-0.54545,-0.56098,-0.40000,-0.13333,1,2,2,2
-0.08696,-0.07692,0.36111,-0.04803,-0.47253,-0.88679,-0.03268,-0.48571,-0.16667,-0.22857,-0.22105,-0.16307,-0.08176,-0.68421,-0.63636,-0.36585,0.26667,0.13333,2,2,1,2
-0.43478,-0.30769,-0.33333,-0.84279,-0.84615,-0.84906,-0.52941,0.14286,-0.66667,-0.28571,-0.57895,-0.67626,-0.22013,-0.26316,-0.90909,-0.85366,-0.80000,-0.93333,2,2,1,2
0.34783,0.69231,0.66667,-0.15284,-0.58242,-0.69811,0.33333,-0.71429,0.16667,0.57143,-0.01053,0.18945,0.40881,-0.60526,-0.90909,-0.95122,-0.40000,-0.13333,3,1,3,2
0.34783,0.61538,0.41667,-0.08297,-0.56044,-0.66038,0.38562,-0.71429,0.16667,0.48571,-0.02105,0.23022,0.09434,-0.60526,-0.63636,0.02439,-0.26667,0.00000,3,2,3,1
-0.08696,0.00000,0.08333,-0.32751,-0.67033,-0.77358,-0.28105,-0.20000,-0.50000,-0.14286,-0.36842,-0.43885,0.05660,-0.78947,0.09091,-0.26829,0.00000,0.13333,2,2,2,1
-0.43478,-0.61538,0.00000,-0.65939,-0.73626,-0.77358,-0.60784,0.20000,-0.83333,-0.62857,-0.61053,-0.71942,-0.63522,-0.68421,-0.54545,-0.51220,-0.13333,0.00000,1,2,2,2
-0.26087,0.15385,0.05556,-0.65939,-0.71429,-0.66038,-0.35948,-0.02857,-0.50000,0.17143,-0.55789,-0.54436,-0.03145,-0.57895,-0.81818,-0.90244,-0.46667,-0.20000,1,2,2,2
-0.56522,0.00000,-0.13889,-0.54585,-0.49451,-0.84906,-0.49020,0.02857,-0.66667,-0.17143,-0.53684,-0.63070,0.11950,-0.44737,-0.72727,-0.46341,-0.66667,-0.66667,2,2,1,2
0.34783,0.84615,0.75000,0.03057,-0.45055,-0.62264,0.42484,-0.77143,0.33333,0.68571,-0.02105,0.28058,0.37107,-0.65789,0.00000,-0.41463,-0.33333,-0.06667,3,2,3,1
-0.13043,-0.07692,0.13889,-0.36245,-0.62637,-0.81132,-0.37255,-0.14286,-0.50000,-0.17143,-0.47368,-0.52278,-0.00629,-0.71053,0.00000,-0.46341,0.06667,0.20000,3,1,2,2
-0.60870,-0.53846,0.27778,-0.68559,-0.84615,-0.81132,-0.46405,0.08571,-0.66667,-0.54286,-0.53684,-0.63070,-0.62264,-0.68421,0.00000,-0.12195,-0.53333,-0.46667,2,2,2,1
0.26087,0.38462,0.88889,-0.22271,-0.78022,-0.69811,0.30719,-0.71429,0.16667,0.25714,-0.06316,0.14868,-0.05660,-0.81579,-0.36364,0.02439,0.00000,0.33333,3,2,3,1
0.52174,0.61538,0.91667,-0.25764,-0.78022,-0.66038,0.41176,-0.71429,0.33333,0.60000,0.04211,0.25899,0.32075,-0.71053,0.09091,0.12195,-0.13333,0.33333,2,1,2,2
0.04348,-0.07692,0.00000,-0.37991,-0.71429,-0.73585,-0.41176,-0.08571,-0.50000,-0.11429,-0.47368,-0.55396,-0.24528,-0.89474,0.45455,-0.41463,0.46667,0.66667,2,1,2,2
-0.47826,-0.23077,-0.27778,-0.77293,-0.78022,-0.84906,-0.49020,0.08571,-0.66667,-0.28571,-0.54737,-0.64269,-0.25786,-0.28947,-0.63636,-0.56098,-0.73333,-0.86667,2,2,1,2
0.26087,0.61538,0.61111,-0.36245,-0.80220,-0.69811,0.39869,-0.71429,0.33333,0.51429,-0.06316,0.25180,0.43396,-0.65789,-0.54545,-0.17073,-0.33333,0.00000,2,2,2,1
0.43478,0.61538,0.80556,-0.47598,-0.97802,-0.88679,0.76471,-0.94286,0.66667,0.34286,0.46316,0.69544,0.68553,-0.34211,0.09091,-0.95122,-0.66667,-0.93333,2,2,1,2
-0.08696,-0.07692,-0.11111,-0.34498,-0.51648,-0.84906,-0.42484,-0.14286,-0.66667,-0.25714,-0.46316,-0.54676,0.03145,-0.73684,-0.54545,-0.75610,0.13333,0.13333,2,2,1,2
0.43478,0.69231,0.61111,0.04803,-0.53846,-0.66038,0.34641,-0.71429,0.16667,0.48571,-0.03158,0.18705,0.32075,-0.76316,-0.81818,0.41463,-0.13333,0.33333,3,2,3,1
-0.08696,-0.23077,0.16667,-0.72052,-0.84615,-0.69811,-0.43791,-0.02857,-0.66667,-0.11429,-0.51579,-0.58034,-0.34591,-0.60526,-0.90909,-0.70732,-0.33333,0.06667,1,2,2,2
-0.34783,-0.76923,-0.63889,-0.92140,-0.78022,-0.96226,-0.92157,0.77143,-1.00000,-0.71429,-0.92632,-0.95204,-0.66038,-0.23684,-0.36364,-0.31707,-0.73333,-0.86667,1,2,2,2
