A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11
-3949,2990,-643,-986,-175,768,249,803,-1479,168,0.00000,0.00000,0.00000,0.00200,0.00000,0.01000,0.80000,0.04200,0.12200,0.02000,0.00400
-4471,4461,-1887,-799,719,938,239,342,-1036,-60,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.85200,0.13600,0.01200,0.00000
-4580,4116,-753,-849,516,498,117,181,-1256,-119,0.00000,0.00600,0.00200,0.00000,0.00000,0.00000,0.00200,0.05400,0.90000,0.03600,0.00000
-5049,4846,-678,-877,-90,5,253,-78,-178,131,0.00800,0.00000,0.00000,0.00800,0.00800,0.00200,0.01600,0.01400,0.01600,0.91600,0.01200
-4115,1856,-738,132,658,329,-252,-123,-530,456,0.01000,0.02400,0.01200,0.01400,0.01000,0.03800,0.00200,0.00000,0.02400,0.03400,0.83200
-5143,2051,1216,1898,-555,-466,-842,11,461,193,0.93400,0.01000,0.00600,0.00000,0.00400,0.00200,0.00600,0.01000,0.00600,0.02200,0.00000
-4403,1409,551,1496,673,-616,-787,-382,-696,1139,0.00800,0.96200,0.02200,0.00000,0.00000,0.00000,0.00200,0.00000,0.00200,0.00200,0.00200
-4316,1272,-87,1285,126,-128,-286,-463,-294,691,0.01800,0.04600,0.79800,0.01200,0.00200,0.01200,0.00000,0.00000,0.01000,0.05200,0.05000
-3622,1111,-972,399,-402,527,271,373,-716,943,0.00200,0.00000,0.00800,0.85800,0.00000,0.06800,0.01800,0.01000,0.02400,0.01000,0.00200
-3850,2280,-1055,-335,-164,410,913,-391,-338,260,0.00400,0.00000,0.00200,0.00200,0.80800,0.04600,0.04400,0.00200,0.02000,0.02800,0.04400
-3962,1724,-1290,531,-170,528,282,-149,-603,1139,0.00600,0.00800,0.00000,0.04400,0.01800,0.88000,0.00400,0.00000,0.00800,0.01200,0.02000
-3894,2910,-968,-671,-131,519,591,708,-1515,121,0.00000,0.00000,0.00000,0.00200,0.02000,0.01200,0.82400,0.05200,0.08000,0.01000,0.00000
-4469,4348,-1740,-886,447,883,374,577,-908,-89,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.95200,0.04200,0.00600,0.00000
-4661,4235,-497,-1021,295,457,-19,345,-1355,62,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200,0.00800,0.08600,0.85400,0.04800,0.00200
-5040,5074,-1721,-264,279,176,3,-609,-177,422,0.00200,0.00200,0.00800,0.00800,0.01000,0.00000,0.00400,0.01000,0.01400,0.91600,0.02600
-4169,1799,-621,25,706,362,-343,-49,-339,220,0.01400,0.00800,0.01200,0.01200,0.00800,0.01200,0.00200,0.00000,0.03600,0.04400,0.85200
-5105,1968,1140,1719,-443,-432,-969,-173,551,176,0.86600,0.05000,0.01400,0.00400,0.00400,0.00400,0.02000,0.01200,0.00400,0.01800,0.00400
-4544,1672,643,1281,504,-803,-709,-229,-546,1058,0.01800,0.91400,0.04000,0.00000,0.00400,0.00200,0.00600,0.00000,0.00200,0.00800,0.00600
-4426,1167,8,1315,189,-297,-124,-244,-423,684,0.02400,0.03600,0.78600,0.01600,0.00800,0.02000,0.00200,0.00000,0.00600,0.07000,0.03200
-3622,988,-1108,685,-693,754,442,166,-458,738,0.01200,0.01800,0.03800,0.67400,0.00600,0.14000,0.01400,0.00200,0.04600,0.03000,0.02000
-3597,2146,-1492,-142,-297,815,870,-490,-471,410,0.01800,0.00200,0.00200,0.01000,0.77000,0.08800,0.04800,0.00400,0.00800,0.01800,0.03200
-4122,1735,-1340,615,30,353,345,-104,-540,988,0.01000,0.01400,0.00800,0.02400,0.00600,0.77600,0.00600,0.00400,0.00600,0.03400,0.11200
-4065,2876,-856,-221,-533,232,855,633,-1452,272,0.00000,0.00000,0.00000,0.00400,0.00800,0.00200,0.85200,0.03000,0.05200,0.04600,0.00600
-4513,4265,-1477,-1090,215,829,342,693,-601,-56,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00600,0.92000,0.04600,0.02800,0.00000
-4651,4246,-823,-831,666,546,-300,94,-1343,185,0.00000,0.00400,0.00200,0.00000,0.00400,0.00000,0.00200,0.01400,0.87400,0.08000,0.02000
-5034,4993,-1633,-285,398,181,-211,-508,-283,304,0.00200,0.01200,0.01200,0.00400,0.01400,0.00200,0.00200,0.01000,0.02200,0.87400,0.04600
-4261,1827,-482,-194,731,354,-478,50,-112,321,0.01600,0.02600,0.01200,0.01000,0.01000,0.00600,0.00200,0.00000,0.04400,0.05000,0.82400
