A1,A2,A3,A4,A5,A6,A7,A8,A9,L1,L2,L3,L4,L5,L6,L7
0.05051,-0.02567,-0.03125,0.01403,-0.51923,0.02738,-0.32026,0.52488,0.52412,2,2,2,2,1,2,2
-0.51515,-0.02526,-0.03125,0.01403,-0.23077,0.02679,0.03268,0.23274,0.14469,1,2,2,2,2,2,2
-0.43434,-0.02567,-0.09375,0.01403,-0.33333,0.02642,-0.07190,0.31942,0.25402,2,2,2,1,2,2,2
-0.55556,-0.02587,0.03125,0.01403,-0.23718,0.02568,0.12418,0.25522,0.14469,1,2,2,2,2,2,2
-0.69697,-0.02567,-0.03125,0.01429,-0.26282,0.02560,0.17647,0.26806,0.14469,1,2,2,2,2,2,2
-0.41414,-0.02567,0.10938,0.01403,-0.22436,0.02560,0.09804,0.25522,0.15113,1,2,2,2,2,2,2
-0.55556,-0.02567,-0.01562,0.01403,-0.25000,0.02523,0.08497,0.25201,0.15113,1,2,2,2,2,2,2
-0.65657,-0.02526,-0.06250,0.01403,-0.25641,0.02649,0.11111,0.25201,0.14469,1,2,2,2,2,2,2
-0.77778,-0.02526,-0.12500,0.01480,-0.27564,0.02560,0.13725,0.25522,0.14469,1,2,2,2,2,2,2
-0.43434,-0.02567,-0.14062,0.01403,-0.45513,0.02509,-0.09804,0.43499,0.38264,2,2,2,1,2,2,2
-0.71717,-0.02567,-0.06250,0.01429,-0.26282,0.02790,0.15033,0.25843,0.14469,1,2,2,2,2,2,2
0.09091,-0.02587,0.00000,0.01352,-0.52564,0.02560,-0.32026,0.53772,0.53698,2,2,2,2,1,2,2
-0.41414,-0.02567,0.10938,0.01403,-0.23718,0.02575,0.09804,0.27127,0.16399,2,2,2,1,2,2,2
-0.71717,-0.02567,-0.12500,0.01429,-0.27564,0.02435,0.09804,0.25843,0.15113,1,2,2,2,2,2,2
-0.67677,-0.02567,-0.06250,0.01454,-0.26282,0.02516,0.11111,0.25843,0.15113,1,2,2,2,2,2,2
-0.41414,-0.02567,-0.09375,0.01403,-0.35897,0.02449,-0.07190,0.34510,0.27974,2,2,2,1,2,2,2
-0.69697,-0.02506,-0.15625,0.01403,-0.26282,0.02560,0.05882,0.24238,0.14469,1,2,2,2,2,2,2
-0.43434,-0.02567,0.00000,0.01403,-0.22436,0.02560,0.03268,0.23274,0.14469,1,2,2,2,2,2,2
-0.63636,-0.02567,-0.03125,0.01403,-0.25641,0.02598,0.12418,0.25843,0.14469,1,2,2,2,2,2,2
-0.55556,-0.02546,-0.09375,0.01403,-0.25000,0.02516,0.01961,0.23596,0.15113,1,2,2,2,2,2,2
-0.63636,-0.02526,0.12500,0.01403,-0.25641,0.02560,0.26797,0.29374,0.14469,1,2,2,2,2,2,2
-0.81818,-0.02567,-0.03125,0.01403,-0.28205,0.02605,0.24183,0.28411,0.14469,1,2,2,2,2,2,2
-0.71717,-0.02567,0.06250,0.01429,-0.26282,0.02701,0.25490,0.28732,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.10938,0.01377,-0.39103,0.02560,0.16340,0.37400,0.25402,1,2,2,2,2,2,2
0.03030,-0.02466,-0.03125,0.01557,-0.52564,0.02686,-0.32026,0.53130,0.53055,2,2,2,2,1,2,2
-0.79798,-0.02567,-0.10938,0.01403,-0.40385,0.02590,0.16340,0.39326,0.27331,1,2,2,2,2,2,2
-0.75758,-0.02506,-0.15625,0.01403,-0.27564,0.02560,0.08497,0.24880,0.14469,1,2,2,2,2,2,2
-0.65657,-0.02587,-0.06250,0.01403,-0.25641,0.02620,0.11111,0.25201,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.12500,0.01403,-0.30769,0.02494,0.15033,0.28732,0.17042,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.12500,0.01403,-0.46795,0.02694,0.16340,0.45746,0.33762,1,2,2,2,2,2,2
-0.55556,-0.02567,0.03125,0.01326,-0.25000,0.02397,0.12418,0.26485,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.04688,0.01403,-0.36538,0.02560,0.21569,0.36437,0.22830,1,2,2,2,2,2,2
-0.43434,-0.02567,0.20312,0.01403,-0.26282,0.02553,0.17647,0.31621,0.18971,2,2,2,1,2,2,2
-0.79798,-0.02567,-0.06250,0.01274,-0.28846,0.02560,0.21569,0.28732,0.15113,1,2,2,2,2,2,2
-0.65657,-0.02567,0.17188,0.01532,-0.25641,0.02560,0.30719,0.30016,0.14469,1,2,2,2,2,2,2
-0.39394,-0.02546,0.01562,0.01403,-0.21795,0.02560,0.00654,0.22632,0.14469,1,2,2,2,2,2,2
-0.45455,-0.02648,-0.03125,0.01403,-0.22436,0.02560,0.00654,0.22632,0.14469,1,2,2,2,2,2,2
-0.65657,-0.02567,-0.12500,0.01557,-0.25641,0.02694,0.07190,0.24238,0.14469,1,2,2,2,2,2,2
-0.35354,-0.02567,-0.01562,0.01403,-0.21795,0.02397,-0.04575,0.21990,0.15113,1,2,2,2,2,2,2
-0.43434,-0.02567,-0.12500,0.01403,-0.31410,0.02620,-0.09804,0.29695,0.24116,2,2,2,1,2,2,2
-0.41414,-0.02567,-0.07812,0.01403,-0.40385,0.02553,-0.05882,0.39968,0.33119,2,2,2,1,2,2,2
-0.69697,-0.02506,-0.10938,0.01403,-0.26282,0.02560,0.09804,0.25201,0.14469,1,2,2,2,2,2,2
-0.77778,-0.02546,-0.07812,0.01403,-0.27564,0.02568,0.17647,0.26485,0.14469,1,2,2,2,2,2,2
-0.25253,-0.02567,0.43750,0.01429,-0.19231,0.02753,0.26797,0.28732,0.14469,1,2,2,2,2,2,2
-0.51515,-0.02567,-0.09375,0.01403,-0.23718,0.02464,-0.00654,0.22953,0.15113,1,2,2,2,2,2,2
-0.61616,-0.02587,-0.09375,0.01403,-0.25000,0.02560,0.05882,0.23596,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,0.10938,0.01300,-0.33974,0.02649,0.34641,0.37079,0.20900,1,2,2,2,2,2,2
-0.65657,-0.02546,-0.09375,0.01403,-0.25641,0.02590,0.09804,0.24559,0.14469,1,2,2,2,2,2,2
0.09091,-0.02567,-0.01562,0.01403,-0.44231,0.02449,-0.32026,0.45425,0.45338,2,2,2,2,1,2,2
-0.79798,-0.02567,-0.04688,0.01403,-0.33974,0.02679,0.21569,0.33868,0.20257,1,2,2,2,2,2,2
-0.63636,-0.02506,-0.06250,0.01403,-0.25641,0.02523,0.09804,0.25201,0.15113,1,2,2,2,2,2,2
-0.63636,-0.02587,-0.04688,0.01583,-0.25641,0.02560,0.11111,0.25522,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,0.32812,0.01763,-0.31410,0.02523,0.52941,0.39005,0.18328,1,2,2,2,2,2,2
-0.65657,-0.02567,0.01562,0.01300,-0.25641,0.02560,0.18954,0.26806,0.14469,1,2,2,2,2,2,2
-0.41414,-0.02466,0.17188,0.01403,-0.22436,0.02605,0.15033,0.26806,0.15113,1,2,2,2,2,2,2
-0.67677,-0.02567,0.06250,0.01403,-0.25641,0.02738,0.22876,0.27769,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,0.35938,0.01403,-0.28205,0.02598,0.55556,0.36437,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,0.31250,0.01403,-0.28205,0.02583,0.51634,0.35474,0.15113,1,2,2,2,2,2,2
-0.69697,-0.02627,-0.06250,0.01403,-0.26282,0.02560,0.12418,0.25843,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,0.28125,0.01403,-0.33333,0.02538,0.49020,0.39647,0.19614,1,2,2,2,2,2,2
-0.43434,-0.02567,-0.04688,0.01403,-0.45513,0.02538,-0.03268,0.45425,0.38264,2,2,2,1,2,2,2
-0.43434,-0.02567,0.12500,0.01352,-0.36538,0.02509,0.11111,0.39647,0.29260,2,2,2,1,2,2,2
-0.63636,-0.02567,-0.17188,0.01609,-0.25641,0.02560,0.00654,0.22953,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.12500,0.01403,-0.47436,0.02560,0.16340,0.46388,0.34405,1,2,2,2,2,2,2
-0.55556,-0.02567,0.01562,0.01403,-0.23718,0.23289,0.11111,0.25201,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02607,-0.12500,0.01403,-0.28205,0.02435,0.15033,0.26485,0.15113,1,2,2,2,2,2,2
-0.59596,-0.02546,0.00000,0.01352,-0.25000,0.02560,0.12418,0.25843,0.14469,1,2,2,2,2,2,2
-0.63636,-0.02607,0.04688,0.01403,-0.25641,0.02472,0.17647,0.27448,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.04688,0.01403,-0.28205,0.02605,0.21569,0.28090,0.14469,1,2,2,2,2,2,2
-0.51515,-0.02567,-0.04688,0.01403,-0.23077,0.02768,0.03268,0.22953,0.14469,1,2,2,2,2,2,2
-0.67677,-0.02587,-0.10938,0.01377,-0.26282,0.02560,0.08497,0.25201,0.15113,1,2,2,2,2,2,2
-0.51515,-0.02567,-0.10938,0.01403,-0.23718,0.02509,-0.01961,0.22632,0.15113,1,2,2,2,2,2,2
-0.53535,-0.02567,-0.01562,0.01352,-0.23718,0.02560,0.07190,0.24559,0.14469,1,2,2,2,2,2,2
-0.41414,-0.02627,0.18750,0.01403,-0.26282,0.02472,0.16340,0.30979,0.18971,2,2,2,1,2,2,2
-0.71717,-0.02506,-0.01562,0.01403,-0.27564,0.02560,0.20261,0.28090,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.15625,0.01403,-0.33333,0.02546,0.12418,0.30658,0.19614,1,2,2,2,2,2,2
-0.67677,-0.02607,-0.12500,0.01403,-0.25641,0.02694,0.07190,0.24238,0.14469,1,2,2,2,2,2,2
-0.75758,-0.02627,0.35938,0.01377,-0.27564,0.02553,0.51634,0.35474,0.14469,1,2,2,2,2,2,2
-0.51515,-0.02567,-0.09375,0.01403,-0.23077,0.02664,-0.00654,0.21990,0.14469,1,2,2,2,2,2,2
-0.69697,-0.02526,0.04688,0.01403,-0.26282,0.02560,0.22876,0.28090,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.09375,0.01274,-0.30128,0.02560,0.17647,0.28732,0.16399,1,2,2,2,2,2,2
-0.79798,-0.02648,-0.12500,0.01454,-0.28205,0.03087,0.15033,0.26485,0.14469,1,2,2,2,2,2,2
-0.51515,-0.02546,0.09375,0.01403,-0.23077,0.02620,0.15033,0.25843,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02526,-0.15625,0.01403,-0.28846,0.02560,0.11111,0.26485,0.15756,1,2,2,2,2,2,2
-0.65657,-0.02627,-0.04688,0.01403,-0.26282,0.02338,0.12418,0.26485,0.15113,1,2,2,2,2,2,2
-0.73737,-0.02607,0.23438,0.01506,-0.27564,0.02553,0.41176,0.33226,0.15113,1,2,2,2,2,2,2
-0.71717,-0.02567,0.01562,0.01403,-0.26282,0.02612,0.22876,0.27769,0.14469,1,2,2,2,2,2,2
-0.63636,-0.02668,0.04688,0.01403,-0.25641,0.02560,0.18954,0.27448,0.14469,1,2,2,2,2,2,2
-0.47475,-0.02627,-0.10938,0.01403,-0.23077,0.02383,-0.04575,0.21669,0.15113,1,2,2,2,2,2,2
-0.17172,-0.02567,0.40625,0.01377,-0.17949,0.02560,0.20261,0.27448,0.14469,1,2,2,2,2,2,2
-0.61616,-0.02567,-0.09375,0.01403,-0.25641,0.02390,0.05882,0.24559,0.15113,1,2,2,2,2,2,2
-0.71717,-0.02567,-0.07812,0.01403,-0.27564,0.02509,0.13725,0.26485,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.17188,0.01326,-0.32051,0.02753,0.11111,0.29695,0.18971,1,2,2,2,2,2,2
-0.79798,-0.02910,-0.12500,0.01403,-0.33333,0.02560,0.15033,0.31300,0.19614,1,2,2,2,2,2,2
-0.47475,-0.02567,-0.03125,0.01403,-0.23077,0.02546,0.01961,0.23596,0.15113,1,2,2,2,2,2,2
-0.65657,-0.02546,0.03125,0.01377,-0.25641,0.02568,0.18954,0.27127,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.09375,0.01429,-0.35897,0.02546,0.18954,0.34510,0.22186,1,2,2,2,2,2,2
-0.51515,-0.02587,0.01562,0.01403,-0.23718,0.02486,0.09804,0.25201,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.14062,0.01352,-0.30769,0.02531,0.13725,0.28411,0.17042,1,2,2,2,2,2,2
-0.43434,-0.02567,-0.09375,0.01403,-0.33974,0.02479,-0.07190,0.32905,0.26688,2,2,2,1,2,2,2
-0.75758,-0.02506,-0.03125,0.01403,-0.27564,0.02560,0.18954,0.27448,0.14469,1,2,2,2,2,2,2
-0.67677,-0.02627,-0.04688,0.01403,-0.26282,0.02472,0.13725,0.26485,0.15113,1,2,2,2,2,2,2
-0.67677,-0.02466,0.26562,0.01403,-0.26282,0.02560,0.41176,0.32905,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,0.29688,0.01197,-0.30769,0.02590,0.50327,0.37721,0.17042,1,2,2,2,2,2,2
-0.63636,-0.02708,-0.06250,0.01403,-0.25641,0.02560,0.09804,0.25201,0.15113,1,2,2,2,2,2,2
0.55556,-0.02526,0.31250,0.01377,-0.17308,0.02560,-0.35948,0.24559,0.25402,2,2,2,2,1,2,2
-0.79798,-0.02567,-0.17188,0.01403,-0.31410,0.02346,0.12418,0.28732,0.17685,1,2,2,2,2,2,2
-0.49495,-0.02486,-0.06250,0.01454,-0.23077,0.02560,0.00654,0.22953,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.14062,0.01377,-0.30128,0.02590,0.13725,0.27769,0.16399,1,2,2,2,2,2,2
-0.29293,-0.02567,0.37500,0.01403,-0.19872,0.02790,0.25490,0.28411,0.14469,1,2,2,2,2,2,2
-0.67677,-0.02627,0.37500,0.01403,-0.26282,0.02472,0.49020,0.35152,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.12500,0.01403,-0.28846,0.02657,0.15033,0.27127,0.15113,1,2,2,2,2,2,2
0.11111,-0.02567,0.01562,0.01403,-0.43590,0.02405,-0.33333,0.45104,0.45338,2,2,2,2,1,2,2
-0.79798,-0.02567,-0.10938,0.01403,-0.37821,0.02672,0.16340,0.36758,0.24759,1,2,2,2,2,2,2
-0.79798,-0.02567,0.12500,0.01403,-0.36538,0.02583,0.34641,0.39647,0.23473,1,2,2,2,2,2,2
0.57576,-0.02607,0.32812,0.01300,-0.16667,0.02575,-0.35948,0.23917,0.24759,2,2,2,2,1,2,2
-0.61616,-0.02567,-0.14062,0.01403,-0.25641,0.02390,0.01961,0.23596,0.15113,1,2,2,2,2,2,2
-0.71717,-0.02567,0.03125,0.01403,-0.27564,0.02494,0.22876,0.28732,0.15113,1,2,2,2,2,2,2
-0.71717,-0.02567,-0.03125,0.01403,-0.27564,0.02390,0.16340,0.27448,0.15113,1,2,2,2,2,2,2
-0.39394,-0.02506,0.01562,0.01403,-0.21795,0.02560,0.01961,0.22953,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.07812,0.01403,-0.28846,0.02627,0.18954,0.28090,0.15113,1,2,2,2,2,2,2
-0.63636,-0.02567,-0.06250,0.01454,-0.25641,0.02546,0.08497,0.25201,0.15113,1,2,2,2,2,2,2
-0.49495,-0.02627,-0.06250,0.01403,-0.23077,0.02531,0.00654,0.22953,0.14469,1,2,2,2,2,2,2
-0.65657,-0.02567,0.17188,0.01557,-0.25641,0.02560,0.30719,0.30016,0.14469,1,2,2,2,2,2,2
-0.61616,-0.02567,0.00000,0.01249,-0.25000,0.02605,0.13725,0.25843,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.14062,0.01249,-0.31410,0.02590,0.13725,0.29374,0.18328,1,2,2,2,2,2,2
-0.61616,-0.02567,-0.06250,0.01403,-0.25000,0.02620,0.08497,0.24559,0.14469,1,2,2,2,2,2,2
-0.65657,-0.02567,-0.09375,0.01403,-0.26282,0.02360,0.09804,0.25522,0.15113,1,2,2,2,2,2,2
-0.65657,-0.02607,-0.06250,0.01403,-0.26282,0.02338,0.12418,0.26164,0.15113,1,2,2,2,2,2,2
-0.73737,-0.02668,-0.03125,0.01403,-0.27564,0.02546,0.17647,0.27448,0.15113,1,2,2,2,2,2,2
-0.43434,-0.02567,0.18750,0.01403,-0.23718,0.02709,0.17647,0.28732,0.16399,2,2,2,1,2,2,2
-0.71717,-0.02567,-0.03125,0.01506,-0.26282,0.02568,0.16340,0.26485,0.14469,1,2,2,2,2,2,2
-0.65657,-0.02607,-0.14062,0.01352,-0.25641,0.02531,0.03268,0.23596,0.14469,1,2,2,2,2,2,2
-0.43434,-0.02587,0.20312,0.01403,-0.25641,0.02724,0.17647,0.30658,0.18328,2,2,2,1,2,2,2
-0.55556,-0.02486,0.14062,0.01403,-0.25000,0.02531,0.21569,0.28732,0.15113,1,2,2,2,2,2,2
-0.43434,-0.02607,-0.04688,0.01403,-0.22436,0.02560,-0.01961,0.22311,0.14469,1,2,2,2,2,2,2
-0.75758,-0.02668,0.23438,0.01403,-0.27564,0.02560,0.42484,0.33226,0.14469,1,2,2,2,2,2,2
-0.47475,-0.02607,-0.10938,0.01403,-0.23077,0.02420,-0.04575,0.21669,0.15113,1,2,2,2,2,2,2
-0.75758,-0.02648,-0.10938,0.01377,-0.27564,0.02560,0.13725,0.25843,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02546,-0.14062,0.01352,-0.28205,0.02560,0.13725,0.26164,0.15113,1,2,2,2,2,2,2
-0.55556,-0.02546,-0.12500,0.01403,-0.23718,0.02620,-0.00654,0.22311,0.14469,1,2,2,2,2,2,2
-0.41414,-0.02567,-0.09375,0.01429,-0.34615,0.02560,-0.07190,0.33547,0.27331,2,2,2,1,2,2,2
-0.43434,-0.02567,-0.12500,0.01403,-0.48718,0.02553,-0.09804,0.47030,0.41479,2,2,2,1,2,2,2
-0.37374,-0.02466,0.01562,0.01403,-0.21795,0.02560,-0.00654,0.22632,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.01562,0.01403,-0.30769,0.02738,0.24183,0.30979,0.17042,1,2,2,2,2,2,2
-0.43434,-0.02567,0.01562,0.01403,-0.21795,0.02790,0.01961,0.22632,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.04688,0.01403,-0.28205,0.02523,0.21569,0.28090,0.15113,1,2,2,2,2,2,2
-0.69697,-0.02546,0.01562,0.01557,-0.26282,0.02560,0.20261,0.27769,0.15113,1,2,2,2,2,2,2
-0.75758,-0.02627,0.01562,0.01403,-0.27564,0.02560,0.25490,0.28732,0.14469,1,2,2,2,2,2,2
-0.57576,-0.02567,0.00000,0.01352,-0.25000,0.02560,0.11111,0.25843,0.15113,1,2,2,2,2,2,2
0.07071,-0.02567,-0.01562,0.01300,-0.51282,0.02560,-0.32026,0.51846,0.51768,2,2,2,2,1,2,2
-0.55556,-0.02567,0.01562,0.01532,-0.25000,0.02472,0.12418,0.26164,0.15113,1,2,2,2,2,2,2
-0.41414,-0.02567,0.18750,0.01326,-0.25000,0.02464,0.16340,0.29695,0.17685,2,2,2,1,2,2,2
-0.65657,-0.02567,-0.14062,0.01403,-0.26282,0.02405,0.04575,0.24559,0.15113,1,2,2,2,2,2,2
-0.67677,-0.02567,0.01562,0.01403,-0.25641,0.02768,0.18954,0.26806,0.14469,1,2,2,2,2,2,2
-0.41414,-0.02526,0.20312,0.01403,-0.27564,0.02435,0.17647,0.32263,0.20257,2,2,2,1,2,2,2
-0.79798,-0.02567,0.18750,0.01403,-0.28846,0.02420,0.41176,0.33868,0.15756,1,2,2,2,2,2,2
-0.51515,-0.02526,0.09375,0.01403,-0.23077,0.02642,0.15033,0.25843,0.14469,1,2,2,2,2,2,2
-0.41414,-0.02567,-0.06250,0.01403,-0.21795,0.02598,-0.04575,0.21027,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.07812,0.01377,-0.28846,0.02538,0.18954,0.28090,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,0.17188,0.01403,-0.35897,0.02560,0.39869,0.39968,0.22186,1,2,2,2,2,2,2
-0.11111,-0.01637,-0.04688,0.01403,-0.53205,0.02501,-0.22876,0.53772,0.51125,2,1,2,2,2,2,2
-0.43434,-0.02567,-0.04688,0.01583,-0.44231,0.02575,-0.03268,0.44462,0.36977,2,2,2,1,2,2,2
0.09091,-0.02567,-0.01562,0.01300,-0.46795,0.02560,-0.33333,0.47994,0.47910,2,2,2,2,1,2,2
-0.51515,-0.02567,-0.10938,0.01403,-0.23077,0.02790,-0.01961,0.21669,0.14469,1,2,2,2,2,2,2
-0.67677,-0.02567,-0.14062,0.01403,-0.25641,0.02701,0.04575,0.23596,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.14062,0.01403,-0.31410,0.02590,0.13725,0.29374,0.17685,1,2,2,2,2,2,2
-0.63636,-0.02567,0.01562,0.01506,-0.25000,0.02686,0.16340,0.26164,0.14469,1,2,2,2,2,2,2
-0.55556,-0.02587,-0.12500,0.01377,-0.25000,0.02464,0.00654,0.23274,0.15113,1,2,2,2,2,2,2
-0.43434,-0.02567,0.18750,0.01403,-0.25000,0.02531,0.16340,0.29374,0.17042,2,2,2,1,2,2,2
-0.55556,-0.02587,-0.12500,0.01403,-0.23718,0.02612,-0.00654,0.22311,0.14469,1,2,2,2,2,2,2
-0.63636,-0.02506,-0.09375,0.01403,-0.25641,0.02560,0.07190,0.24559,0.15113,1,2,2,2,2,2,2
-0.71717,-0.02567,0.03125,0.01429,-0.26282,0.02709,0.22876,0.28090,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.09375,0.01377,-0.31410,0.02627,0.18954,0.30658,0.17685,1,2,2,2,2,2,2
-0.43434,-0.02567,-0.12500,0.01403,-0.33333,0.02746,-0.08497,0.31621,0.25402,2,2,2,1,2,2,2
-0.71717,-0.02607,-0.10938,0.01403,-0.27564,0.02420,0.11111,0.25843,0.15113,1,2,2,2,2,2,2
-0.55556,-0.02567,0.23438,0.01403,-0.25000,0.02486,0.30719,0.30658,0.15113,1,2,2,2,2,2,2
-0.63636,-0.02466,-0.12500,0.01403,-0.25641,0.02560,0.04575,0.24238,0.15113,1,2,2,2,2,2,2
-0.43434,-0.02567,0.17188,0.01609,-0.26282,0.02560,0.16340,0.30979,0.18971,2,2,2,1,2,2,2
-0.39394,-0.02567,0.04688,0.01352,-0.21795,0.02560,0.03268,0.23274,0.14469,1,2,2,2,2,2,2
-0.73737,-0.02506,0.12500,0.01326,-0.27564,0.02560,0.33333,0.30979,0.15113,1,2,2,2,2,2,2
-0.63636,-0.02567,-0.12500,0.01403,-0.25641,0.02560,0.05882,0.24238,0.14469,1,2,2,2,2,2,2
-0.55556,-0.02607,-0.10938,0.01403,-0.23718,0.02598,0.00654,0.22632,0.14469,1,2,2,2,2,2,2
-0.41414,-0.02607,0.15625,0.01403,-0.25000,0.02575,0.15033,0.29053,0.17685,2,2,2,1,2,2,2
-0.65657,-0.02567,0.09375,0.01274,-0.25641,0.02560,0.24183,0.28411,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.12500,0.01403,-0.41667,0.02546,0.16340,0.40610,0.28617,1,2,2,2,2,2,2
-0.55556,-0.02546,-0.12500,0.01403,-0.25000,0.02494,0.00654,0.23274,0.15113,1,2,2,2,2,2,2
-0.43434,-0.02567,-0.09375,0.01403,-0.22436,0.02516,-0.05882,0.21348,0.15113,1,2,2,2,2,2,2
0.11111,-0.02567,0.00000,0.01377,-0.42949,0.02346,-0.33333,0.43820,0.44051,2,2,2,2,1,2,2
-0.67677,-0.02567,0.04688,0.01403,-0.26282,0.02464,0.21569,0.28411,0.15113,1,2,2,2,2,2,2
-0.65657,-0.02546,-0.06250,0.01403,-0.25641,0.02627,0.11111,0.25201,0.14469,1,2,2,2,2,2,2
-0.53535,-0.02567,-0.04688,0.01377,-0.23718,0.02560,0.04575,0.23917,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,0.28125,0.01403,-0.33333,0.02790,0.49020,0.39647,0.19614,1,2,2,2,2,2,2
-0.53535,-0.02567,0.01562,0.01300,-0.23718,0.02560,0.08497,0.25201,0.15113,1,2,2,2,2,2,2
-0.41414,-0.02567,0.20312,0.01532,-0.23718,0.02538,0.17647,0.29053,0.17042,2,2,2,1,2,2,2
-0.43434,-0.02567,-0.04688,0.01454,-0.43590,0.02338,-0.03268,0.43820,0.36334,2,2,2,1,2,2,2
-0.63636,-0.02567,0.04688,0.01403,-0.25000,0.02627,0.17647,0.26485,0.14469,1,2,2,2,2,2,2
-0.41414,-0.02567,-0.06250,0.01403,-0.44231,0.02635,-0.04575,0.44462,0.37621,2,2,2,1,2,2,2
-0.43434,-0.02587,-0.10938,0.01403,-0.37179,0.02338,-0.07190,0.35795,0.29904,2,2,2,1,2,2,2
-0.61616,-0.02567,-0.01562,0.01429,-0.25641,0.02346,0.12418,0.26164,0.15113,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.04688,0.01403,-0.28846,0.02509,0.21569,0.28732,0.15113,1,2,2,2,2,2,2
-0.61616,-0.02607,0.01562,0.01352,-0.25000,0.02560,0.16340,0.26164,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.10938,0.01403,-0.39744,0.02590,0.17647,0.38363,0.26045,1,2,2,2,2,2,2
-0.79798,-0.02567,0.29688,0.01403,-0.31410,0.02464,0.50327,0.38363,0.18328,1,2,2,2,2,2,2
-0.63636,-0.02567,0.01562,0.01429,-0.25000,0.02790,0.16340,0.26164,0.14469,1,2,2,2,2,2,2
-0.51515,-0.02546,-0.03125,0.01403,-0.23077,0.02598,0.03268,0.23274,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02708,-0.15625,0.01403,-0.30769,0.02657,0.12418,0.28090,0.17042,1,2,2,2,2,2,2
-0.59596,-0.02526,0.12500,0.01403,-0.25000,0.02560,0.22876,0.28411,0.14469,1,2,2,2,2,2,2
-0.45455,-0.02567,-0.06250,0.01403,-0.22436,0.02575,-0.01961,0.21669,0.14469,1,2,2,2,2,2,2
-0.63636,-0.02466,0.03125,0.01377,-0.25641,0.02560,0.17647,0.27127,0.15113,1,2,2,2,2,2,2
-0.69697,-0.02567,-0.03125,0.01429,-0.26282,0.02560,0.16340,0.26806,0.15113,1,2,2,2,2,2,2
-0.55556,-0.02567,0.00000,0.01403,-0.23718,0.02686,0.09804,0.24880,0.14469,1,2,2,2,2,2,2
-0.47475,-0.02587,-0.04688,0.01403,-0.23077,0.02338,0.00654,0.22953,0.15113,1,2,2,2,2,2,2
-0.51515,-0.02668,-0.06250,0.01377,-0.23718,0.02486,0.01961,0.23596,0.15113,1,2,2,2,2,2,2
-0.41414,-0.02567,0.18750,0.01429,-0.23718,0.02560,0.16340,0.28732,0.17042,2,2,2,1,2,2,2
-0.43434,-0.02567,-0.12500,0.01403,-0.48718,0.02435,-0.09804,0.47030,0.41479,2,2,2,1,2,2,2
0.59596,-0.02627,0.35938,0.01403,-0.17308,0.02560,-0.34641,0.25522,0.26045,2,2,2,2,1,2,2
-0.79798,-0.02466,-0.07812,0.01403,-0.30128,0.02560,0.18954,0.29053,0.16399,1,2,2,2,2,2,2
-0.41414,-0.02567,0.18750,0.01480,-0.23718,0.02449,0.16340,0.28732,0.16399,2,2,2,1,2,2,2
-0.45455,-0.02567,0.35938,0.01403,-0.22436,0.02560,0.33333,0.30337,0.14469,1,2,2,2,2,2,2
-0.79798,-0.02567,-0.10938,0.01403,-0.35897,0.02509,0.17647,0.34189,0.22186,1,2,2,2,2,2,2
-0.71717,-0.02546,-0.04688,0.01403,-0.27564,0.02427,0.16340,0.27127,0.15113,1,2,2,2,2,2,2
