A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26
-0.60000,-0.06667,-0.33333,-0.33333,-0.60000,-0.06667,0.06667,-0.20000,-0.46667,-0.06667,-0.20000,-0.06667,-0.33333,0.20000,-0.86667,-0.20000,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
-0.86667,-0.60000,-0.60000,-0.86667,-0.86667,0.20000,0.06667,-0.60000,-0.46667,0.33333,-0.60000,-0.33333,-0.46667,0.06667,-0.86667,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
-0.60000,-0.46667,-0.46667,-0.20000,-0.73333,-0.60000,0.06667,-0.20000,0.33333,-0.06667,-0.20000,0.86667,-1.00000,0.06667,-0.06667,-0.06667,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.46667,-0.06667,-0.20000,-0.33333,-0.46667,-0.06667,0.06667,-0.20000,-0.33333,0.20000,-0.20000,-0.20000,-0.60000,0.06667,-0.20000,0.06667,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.73333,-0.33333,-0.33333,-0.60000,-0.86667,0.06667,-0.20000,-0.60000,-0.06667,1.00000,-0.20000,0.33333,-0.86667,-0.20000,-0.86667,-0.06667,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.46667,-0.06667,-0.33333,-0.33333,-0.60000,-0.33333,0.46667,-0.46667,-0.20000,0.46667,0.33333,-0.33333,-0.73333,0.33333,-0.60000,-0.33333,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.60000,0.33333,-0.33333,-0.06667,-0.60000,0.20000,0.60000,-0.60000,-0.06667,-0.33333,0.60000,0.06667,-0.73333,0.60000,-0.86667,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
-0.33333,0.33333,-0.33333,0.06667,-0.33333,-0.06667,0.06667,0.73333,-0.86667,-0.06667,-0.33333,0.06667,-0.60000,0.06667,-1.00000,0.06667,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.46667,0.06667,-0.20000,-0.20000,-0.60000,-0.06667,-0.06667,-0.86667,-0.06667,0.33333,-0.20000,0.20000,-0.60000,0.06667,-0.46667,0.06667,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.60000,-0.33333,-0.33333,-0.46667,-0.73333,0.33333,-0.33333,-0.60000,-0.20000,0.86667,-0.46667,0.33333,-1.00000,-0.06667,-1.00000,0.06667,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.60000,-0.60000,-0.46667,-0.73333,-0.73333,-0.06667,0.06667,-0.33333,-0.20000,-0.20000,0.20000,0.20000,-0.33333,0.33333,-1.00000,-0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
-0.73333,0.20000,-0.60000,-0.06667,-0.86667,1.00000,-0.73333,-0.20000,-0.33333,0.86667,-0.86667,0.20000,-1.00000,-0.06667,-1.00000,0.06667,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.86667,-0.86667,-0.86667,-0.73333,-0.86667,-0.06667,-0.06667,-0.86667,-0.06667,-0.06667,-0.20000,0.06667,-1.00000,0.06667,-0.73333,0.06667,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.33333,-0.33333,-0.20000,-0.06667,-0.06667,0.06667,0.06667,-0.60000,-0.73333,-0.06667,0.06667,-0.06667,-0.33333,0.33333,-0.33333,-0.33333,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.46667,0.06667,-0.33333,-0.20000,-0.60000,-0.20000,0.06667,-0.46667,-0.86667,-0.06667,0.06667,0.06667,0.06667,0.20000,-1.00000,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
-0.33333,0.33333,-0.20000,0.06667,-0.60000,-0.06667,-0.06667,-0.46667,1.00000,0.20000,-0.20000,0.06667,-1.00000,0.06667,0.06667,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
-0.33333,0.20000,0.06667,-0.20000,-0.46667,-0.60000,0.06667,-0.60000,0.06667,0.60000,0.60000,0.60000,-0.60000,0.06667,-0.46667,-0.33333,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.60000,-0.33333,-0.46667,-0.46667,-0.60000,0.06667,-0.06667,-0.06667,-0.46667,0.20000,-0.33333,0.06667,-0.73333,0.06667,-0.73333,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
-0.73333,0.20000,-0.60000,-0.06667,-0.86667,0.86667,-0.60000,-0.20000,-0.33333,0.86667,-0.86667,0.20000,-1.00000,-0.06667,-1.00000,0.06667,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.20000,0.06667,-0.06667,-0.06667,-0.06667,-0.20000,-0.06667,-0.33333,-0.33333,-0.20000,-0.20000,0.46667,-0.06667,0.33333,0.20000,0.06667,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.46667,0.33333,-0.20000,0.06667,-0.33333,0.60000,-0.60000,-0.73333,-0.73333,0.20000,-0.73333,0.06667,-0.73333,-0.20000,-0.73333,0.06667,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.33333,-0.06667,-0.06667,-0.20000,-0.06667,-0.06667,0.06667,-0.46667,0.06667,-0.06667,-0.06667,0.06667,-0.60000,0.20000,0.06667,-0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
0.33333,1.00000,0.33333,0.06667,-0.33333,0.06667,-0.20000,-0.46667,-0.20000,0.73333,-0.20000,0.06667,-0.46667,-0.06667,-0.46667,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
-0.73333,-0.60000,-0.60000,-0.73333,-0.86667,-0.20000,0.06667,-0.20000,-0.20000,-0.06667,0.20000,0.20000,-0.60000,0.20000,-1.00000,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
0.06667,0.33333,-0.06667,-0.20000,-0.33333,-0.20000,0.60000,-0.60000,-0.46667,0.46667,-0.20000,-0.60000,-0.46667,0.33333,-0.06667,-0.20000,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.73333,-0.20000,-0.60000,-0.46667,-0.73333,0.06667,-0.20000,-0.60000,-0.20000,0.60000,-0.33333,0.20000,-0.86667,-0.20000,-0.86667,-0.20000,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.33333,-0.06667,0.06667,-0.33333,-0.33333,0.06667,-0.20000,-0.73333,-0.33333,0.20000,-0.20000,0.06667,0.06667,-0.20000,-0.73333,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.60000,0.20000,-0.33333,-0.20000,-0.46667,0.60000,-0.73333,-0.73333,-0.73333,0.33333,-0.73333,0.20000,-0.73333,-0.20000,-0.60000,0.06667,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.60000,0.20000,-0.33333,-0.06667,-0.33333,0.06667,-0.20000,-0.60000,-0.06667,-0.06667,-0.20000,0.06667,-0.86667,-0.06667,0.46667,0.20000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
-0.46667,-0.33333,-0.33333,-0.46667,-0.73333,-0.20000,0.46667,-0.73333,0.06667,0.46667,0.20000,-0.33333,-0.86667,0.46667,-0.60000,-0.46667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
0.20000,1.00000,-0.06667,0.06667,-0.33333,0.06667,-0.06667,-0.33333,-0.60000,0.06667,0.06667,0.33333,-0.46667,0.20000,0.06667,0.73333,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.60000,-0.06667,-0.46667,-0.33333,-0.46667,0.20000,-0.06667,-0.46667,-0.20000,0.20000,-0.46667,-0.20000,-0.60000,0.06667,-0.60000,0.06667,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.20000,0.33333,0.06667,0.06667,-0.20000,-0.06667,0.33333,-0.46667,-0.46667,0.73333,-0.20000,-0.60000,-0.86667,0.33333,-0.60000,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.46667,-0.33333,-0.33333,0.06667,-0.73333,-0.60000,0.73333,0.06667,-0.73333,0.46667,-0.06667,-0.60000,-0.86667,0.33333,-0.46667,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.73333,-0.60000,-0.73333,-0.73333,-0.86667,-0.33333,0.33333,-0.60000,-0.33333,0.33333,0.20000,-0.33333,-0.86667,0.33333,-0.60000,-0.20000,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.20000,0.33333,0.06667,0.06667,-0.33333,-0.20000,-0.20000,-0.73333,-0.06667,0.33333,-0.20000,0.33333,-0.46667,0.06667,-0.46667,0.06667,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.46667,-0.60000,-0.33333,-0.33333,-0.60000,-0.06667,-0.06667,0.60000,-0.86667,-0.06667,0.20000,0.06667,0.06667,-0.20000,-1.00000,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.73333,-0.60000,-0.60000,-0.73333,-0.73333,-0.33333,-0.06667,-0.46667,-0.06667,-0.06667,-0.20000,0.46667,-0.60000,0.06667,-0.46667,0.20000,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.33333,0.06667,-0.33333,-0.20000,-0.60000,-0.20000,-0.06667,-0.33333,-0.20000,0.60000,0.06667,0.73333,-0.60000,0.20000,-0.46667,-0.06667,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.60000,-0.06667,-0.33333,-0.33333,-0.60000,0.46667,-0.73333,-0.60000,-0.73333,0.33333,-0.73333,0.20000,-0.73333,-0.20000,-0.60000,0.20000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.60000,0.20000,-0.60000,-0.06667,-0.33333,-0.06667,0.06667,0.06667,-0.20000,-0.06667,-0.33333,-0.06667,-0.73333,-0.06667,0.06667,0.20000,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.86667,-0.60000,-0.73333,-0.86667,-0.86667,-0.06667,-0.06667,-0.60000,-0.06667,-0.20000,-0.20000,0.20000,-0.73333,0.06667,-0.33333,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
-0.46667,-0.33333,-0.06667,-0.46667,-0.20000,-0.06667,-0.06667,-0.60000,-0.46667,-0.06667,-0.33333,0.06667,-0.20000,0.20000,-0.33333,-0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
-0.60000,-0.73333,-0.46667,-0.60000,-0.73333,-0.20000,0.06667,0.06667,-0.06667,0.06667,-0.06667,0.60000,-0.73333,0.20000,-0.46667,0.33333,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.46667,0.06667,-0.46667,-0.20000,-0.73333,-0.46667,0.60000,0.06667,-0.73333,0.33333,-0.20000,-0.60000,-0.86667,0.33333,-0.46667,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.20000,0.20000,-0.33333,-0.46667,-0.73333,-0.33333,0.20000,-0.46667,-0.46667,0.46667,0.20000,-0.20000,-0.46667,0.33333,-0.46667,-0.46667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
-0.73333,0.06667,-0.60000,-0.20000,-0.86667,0.20000,0.33333,-0.86667,-0.60000,-0.20000,0.46667,0.06667,-0.86667,0.46667,-1.00000,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
0.06667,1.00000,0.20000,0.20000,-0.20000,-0.20000,0.06667,-0.60000,-0.20000,0.33333,0.20000,0.33333,-0.20000,0.46667,-0.46667,0.06667,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.33333,0.33333,-0.20000,0.06667,-0.33333,-0.60000,-0.46667,-0.33333,-0.06667,-0.73333,-1.00000,-0.06667,-0.86667,-0.20000,-0.86667,-0.20000,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.33333,-0.06667,-0.33333,-0.33333,-0.46667,-0.20000,0.33333,-0.46667,-0.60000,0.06667,-0.06667,-0.20000,-0.20000,0.60000,-0.60000,-0.20000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
-0.73333,-0.20000,-0.60000,-0.46667,-0.73333,-0.60000,-0.06667,-0.20000,-0.73333,-0.06667,-0.20000,0.33333,-0.60000,0.06667,-0.73333,0.46667,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.46667,-0.33333,-0.46667,0.06667,-0.60000,-0.60000,0.06667,-0.20000,0.46667,-0.06667,-0.33333,0.86667,-1.00000,0.06667,-0.06667,-0.06667,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.60000,-0.20000,-0.46667,-0.46667,-0.46667,0.06667,-0.33333,0.33333,-1.00000,-0.20000,0.06667,0.06667,-0.20000,-0.33333,-1.00000,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.73333,0.46667,-0.60000,0.06667,-0.86667,0.86667,-0.73333,-0.06667,-0.33333,0.86667,-0.86667,0.33333,-1.00000,-0.06667,-1.00000,0.06667,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.60000,-0.20000,-0.46667,-0.46667,-0.60000,-0.06667,0.06667,-0.06667,-0.20000,-0.06667,-0.06667,0.06667,-0.60000,0.33333,-0.33333,0.20000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
-0.60000,-0.73333,-0.46667,-0.60000,-0.60000,-0.33333,0.46667,-0.73333,-0.73333,0.06667,0.20000,0.20000,-0.20000,0.46667,-1.00000,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
-0.60000,-0.46667,-0.33333,-0.73333,-0.73333,-0.06667,-0.06667,-0.73333,0.06667,0.46667,-0.06667,0.20000,-0.73333,0.06667,-0.46667,0.06667,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.33333,0.33333,-0.20000,0.06667,-0.33333,-0.06667,0.06667,-0.60000,0.60000,0.20000,-0.20000,0.06667,-1.00000,0.06667,0.06667,-0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
-0.46667,0.06667,-0.20000,-0.20000,-0.60000,-0.06667,0.33333,-0.86667,-0.06667,-0.33333,0.46667,0.06667,-0.86667,0.46667,-0.73333,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
-0.46667,0.46667,-0.33333,0.06667,-0.60000,0.06667,0.06667,0.20000,-0.06667,-0.06667,0.06667,0.06667,-0.60000,0.06667,-0.46667,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
-0.60000,0.06667,-0.33333,-0.20000,-0.86667,-0.20000,0.06667,-0.46667,-0.60000,0.06667,0.73333,0.06667,-0.60000,0.33333,-1.00000,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
-0.73333,-0.86667,-0.60000,-0.73333,-0.86667,-0.46667,-0.60000,-0.33333,-0.20000,-0.73333,-0.60000,-0.46667,-0.86667,-0.06667,-1.00000,-0.20000,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.46667,0.06667,-0.20000,-0.20000,-0.33333,0.06667,-0.06667,-0.33333,-0.20000,0.20000,-0.20000,-0.20000,-0.73333,0.06667,-0.06667,0.06667,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.60000,-0.33333,-0.33333,-0.46667,-0.60000,0.20000,-0.20000,-0.46667,-0.06667,0.33333,-0.46667,-0.20000,-0.73333,0.06667,-0.60000,0.06667,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.33333,0.33333,-0.20000,0.06667,-0.60000,-0.20000,0.20000,-0.60000,-0.20000,1.00000,-0.06667,0.06667,-0.73333,0.06667,-0.73333,0.06667,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.60000,0.20000,-0.46667,-0.20000,-0.06667,0.20000,0.06667,-0.33333,-0.46667,-0.06667,-0.20000,-0.20000,-0.46667,-0.06667,-0.06667,-0.33333,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.60000,0.06667,-0.33333,-0.20000,-0.60000,-0.06667,-0.20000,-0.06667,-0.20000,-0.20000,-0.33333,0.33333,-0.86667,0.06667,-0.33333,0.46667,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.46667,0.20000,-0.20000,-0.20000,-0.46667,-0.06667,0.20000,-0.73333,-0.33333,0.20000,-0.33333,-0.20000,-0.33333,0.06667,-0.86667,-0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
-0.33333,0.06667,-0.06667,-0.20000,-0.33333,0.33333,-0.33333,-0.73333,-0.06667,0.46667,-0.60000,-0.06667,-0.46667,-0.06667,-0.60000,0.20000,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.46667,0.06667,-0.20000,-0.20000,-0.20000,0.06667,-0.20000,-0.06667,-0.60000,-0.06667,-0.33333,-0.06667,-0.46667,-0.20000,-0.06667,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
-0.46667,-0.20000,-0.46667,-0.46667,-0.73333,-0.06667,-0.46667,0.86667,-0.33333,-0.06667,0.73333,0.06667,-0.60000,0.20000,-1.00000,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
-0.73333,-0.20000,-0.60000,-0.46667,-0.73333,-0.06667,-0.06667,-1.00000,-0.06667,0.73333,-0.20000,0.06667,-1.00000,0.06667,-0.86667,0.06667,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.60000,0.06667,-0.33333,-0.20000,-0.46667,-0.46667,-0.46667,-0.46667,-0.06667,-0.73333,-0.86667,-0.20000,-0.86667,-0.20000,-0.86667,-0.20000,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.60000,-0.73333,-0.46667,-0.60000,-0.73333,-0.33333,0.33333,-0.46667,-0.20000,0.46667,0.20000,-0.33333,-0.86667,0.33333,-0.60000,-0.20000,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.33333,-0.33333,-0.20000,-0.46667,-0.46667,0.06667,-0.20000,-0.20000,-0.33333,-0.20000,-0.06667,-0.06667,0.33333,-0.20000,-0.46667,-0.20000,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.46667,-0.33333,-0.33333,0.06667,-0.60000,0.06667,-0.06667,0.06667,-0.20000,-0.33333,-0.20000,0.06667,-0.60000,0.06667,-0.33333,0.20000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
-0.33333,0.20000,-0.33333,-0.20000,-0.60000,-0.20000,-0.06667,-0.06667,-0.06667,0.33333,-0.06667,0.33333,-0.73333,0.20000,-0.46667,0.20000,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.86667,-1.00000,-0.86667,-1.00000,-1.00000,0.06667,-0.06667,-0.46667,-0.20000,-0.33333,-0.20000,-0.06667,-1.00000,0.06667,-0.06667,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
-0.86667,-1.00000,-0.86667,-0.86667,-1.00000,-0.33333,-0.06667,-0.06667,-0.33333,-0.20000,-0.20000,-0.20000,-0.73333,0.06667,-0.60000,0.06667,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.46667,0.20000,-0.20000,-0.20000,-0.33333,-0.06667,-0.20000,-0.06667,-0.06667,-0.06667,-0.06667,0.20000,-0.60000,0.06667,-0.60000,0.20000,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.73333,-0.60000,-0.46667,-0.73333,-0.73333,-0.06667,0.06667,-0.73333,-0.20000,0.33333,-0.20000,0.06667,-0.60000,0.06667,-0.73333,0.06667,3,3,3,3,3,3,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-0.60000,-0.73333,-0.46667,-0.60000,-0.73333,-0.20000,0.06667,-0.33333,-0.06667,-0.06667,0.33333,0.20000,-0.60000,0.20000,-0.86667,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
-0.73333,-0.20000,-0.60000,-0.46667,-0.73333,-0.06667,-0.06667,0.20000,-0.20000,-0.06667,-0.20000,-0.06667,-0.73333,0.06667,0.06667,0.20000,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.46667,-0.20000,-0.20000,0.20000,0.06667,-0.20000,-0.20000,-0.33333,-0.60000,-0.06667,-0.20000,-0.20000,0.20000,0.73333,-0.20000,0.33333,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.20000,0.20000,-0.20000,-0.06667,-0.33333,-0.20000,0.46667,-0.60000,-0.06667,0.46667,0.20000,-0.33333,-0.73333,0.60000,-0.73333,-0.46667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
-1.00000,-1.00000,-1.00000,-1.00000,-1.00000,-0.06667,-0.06667,-0.46667,-0.46667,-0.06667,-0.20000,0.06667,-1.00000,0.06667,-1.00000,0.06667,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.60000,-0.20000,-0.46667,-0.46667,-0.46667,0.06667,-0.06667,-0.33333,0.06667,-0.06667,-0.06667,-0.33333,-0.60000,0.06667,-0.60000,-0.06667,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.60000,-0.33333,-0.33333,-0.60000,-0.46667,0.20000,-0.06667,-0.60000,-0.20000,0.33333,-0.33333,-0.20000,-0.73333,0.06667,-0.33333,0.33333,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0.06667,0.20000,0.06667,-0.20000,-0.20000,-0.73333,0.33333,-0.73333,-0.60000,0.33333,0.33333,0.20000,-0.06667,0.33333,-0.73333,-0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
-0.33333,0.20000,0.06667,-0.06667,-0.46667,0.06667,0.06667,-0.86667,0.20000,0.33333,-0.33333,-0.06667,-0.60000,0.06667,-0.46667,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
-0.33333,0.46667,-0.20000,0.06667,-0.60000,-0.33333,0.20000,0.46667,-0.20000,0.06667,-0.20000,-0.33333,-0.73333,0.33333,-0.46667,0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.86667,-0.60000,-0.60000,-0.73333,-0.86667,0.06667,-0.06667,-0.46667,-0.60000,0.46667,-0.46667,-0.33333,-0.86667,0.20000,-0.73333,0.20000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
-0.33333,-0.06667,-0.06667,0.06667,-0.06667,-0.06667,0.06667,-0.46667,-0.20000,-0.06667,-0.20000,-0.20000,-0.46667,0.20000,0.20000,0.20000,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.33333,-0.06667,-0.06667,-0.33333,-0.60000,-0.06667,-0.06667,-0.73333,0.33333,0.60000,-0.06667,-0.06667,-0.86667,-0.06667,-0.20000,-0.06667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
-0.46667,-0.20000,-0.33333,-0.46667,-0.73333,-0.33333,0.46667,-0.73333,0.06667,0.46667,0.20000,-0.33333,-0.86667,0.46667,-0.73333,-0.46667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
-0.46667,0.33333,-0.20000,0.06667,-0.20000,0.06667,0.06667,-0.46667,-0.20000,0.06667,-0.60000,0.06667,-0.46667,-0.33333,-0.33333,0.60000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
