A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,L1,L2,L3,L4,L5,L6
-0.01538,0.01818,-0.12644,-0.32231,-0.01538,0.01818,-0.22105,-0.35938,0.12500,0.16505,-0.13684,-0.23438,-0.01538,0.16364,-0.03158,-0.26400,-0.03125,0.08738,-0.09474,-0.34375,-0.01538,0.00971,-0.09474,-0.34375,0.20000,0.23077,0.02222,-0.16800,0.07692,0.08738,-0.03158,-0.29688,-0.16923,-0.14563,-0.51579,-0.53125,2,2,2,1,2,2
-0.10769,-0.05455,-0.40230,-0.50413,-0.10769,-0.12727,-0.47368,-0.46875,-0.12500,0.08738,-0.22105,-0.35938,-0.13846,-0.18182,-0.49474,-0.53600,-0.15625,-0.20388,-0.43158,-0.54688,-0.13846,-0.12621,-0.43158,-0.48438,-0.26154,-0.30769,-0.57778,-0.58400,-0.26154,-0.22330,-0.60000,-0.59375,-0.38462,-0.22330,-0.66316,-0.59375,2,2,2,2,2,1
-0.10769,-0.12727,-0.49425,-0.50413,-0.10769,0.01818,-0.22105,-0.35938,0.12500,0.24272,0.05263,-0.18750,-0.13846,-0.25455,-0.43158,-0.53600,-0.15625,-0.12621,-0.43158,-0.48438,0.10769,0.16505,-0.03158,-0.21875,-0.26154,-0.23077,-0.57778,-0.58400,-0.38462,-0.22330,-0.66316,-0.59375,-0.26154,-0.22330,-0.66316,-0.59375,2,2,2,2,2,1
-0.01538,0.16364,-0.21839,-0.38843,0.13846,0.01818,-0.13684,-0.35938,-0.03125,0.08738,-0.22105,-0.40625,0.10769,0.16364,-0.17895,-0.32800,0.09375,0.24272,-0.09474,-0.34375,-0.01538,0.08738,-0.17895,-0.40625,0.07692,0.07692,0.02222,-0.28000,0.07692,0.16505,-0.11579,-0.35938,0.07692,0.16505,-0.20000,-0.35938,2,2,2,1,2,2
-0.13846,-0.12727,-0.51724,-0.58678,-0.26154,-0.18182,-0.43158,-0.54688,-0.15625,-0.06796,-0.34737,-0.54688,-0.04615,-0.05455,-0.36842,-0.40800,-0.18750,-0.06796,-0.36842,-0.53125,-0.16923,0.00971,-0.36842,-0.53125,-0.01538,0.17308,-0.04444,-0.37600,-0.13846,-0.02913,-0.32632,-0.45312,-0.13846,0.04854,-0.24211,-0.45312,2,2,2,2,2,1
-0.13846,-0.12727,-0.35632,-0.58678,-0.26154,-0.12727,-0.43158,-0.54688,-0.15625,0.08738,-0.26316,-0.40625,-0.16923,-0.05455,-0.36842,-0.52000,-0.18750,-0.06796,-0.36842,-0.46875,-0.16923,-0.06796,-0.45263,-0.53125,-0.13846,0.03846,-0.20000,-0.44000,-0.13846,-0.02913,-0.38947,-0.45312,-0.13846,-0.10680,-0.47368,-0.51562,2,2,2,2,2,1
0.23077,0.38182,0.28736,-0.10744,0.50769,0.45455,0.32632,-0.01562,0.37500,0.55340,0.24211,-0.09375,-0.26154,-0.20000,-0.51579,-0.52000,-0.18750,0.00971,-0.28421,-0.46875,0.20000,0.41748,0.13684,-0.12500,-0.13846,-0.11538,-0.35556,-0.55200,-0.26154,-0.02913,-0.32632,-0.51562,-0.01538,0.10680,-0.15789,-0.32812,2,2,2,2,2,1
0.38462,0.38182,0.17241,-0.17355,0.50769,0.30909,0.13684,-0.15625,0.37500,0.32039,0.05263,-0.21875,0.32308,0.32727,0.13684,-0.16800,0.31250,0.41748,0.13684,-0.18750,0.44615,0.41748,0.05263,-0.18750,0.47692,0.38462,0.22222,-0.13600,0.47692,0.39806,0.07368,-0.15625,0.47692,0.39806,0.15789,-0.21875,2,2,1,1,2,2
0.10769,0.16364,-0.08046,-0.30579,0.10769,0.16364,0.05263,-0.28125,0.21875,0.32039,-0.09474,-0.34375,0.20000,0.16364,-0.03158,-0.28000,0.18750,0.33981,0.05263,-0.29688,0.32308,0.41748,0.13684,-0.18750,0.10769,0.09615,-0.04444,-0.26400,0.23077,0.24272,0.07368,-0.21875,0.35385,0.47573,0.15789,-0.15625,3,3,3,1,3,2
0.10769,0.16364,0.08046,-0.30579,0.23077,0.23636,-0.09474,-0.34375,0.21875,0.16505,-0.26316,-0.40625,0.20000,0.25455,0.05263,-0.28000,0.31250,0.41748,0.13684,-0.18750,0.32308,0.41748,0.13684,-0.18750,0.23077,0.23077,0.13333,-0.20000,0.35385,0.47573,0.15789,-0.15625,0.35385,0.39806,0.15789,-0.15625,2,2,2,1,2,2
-0.13846,-0.18182,-0.44828,-0.58678,-0.13846,-0.18182,-0.34737,-0.54688,-0.03125,-0.06796,-0.43158,-0.54688,-0.16923,-0.12727,-0.36842,-0.45600,-0.06250,0.00971,-0.36842,-0.53125,-0.04615,-0.06796,-0.51579,-0.53125,0.10769,0.03846,-0.20000,-0.44000,-0.01538,0.04854,-0.32632,-0.51562,-0.01538,-0.02913,-0.32632,-0.45312,2,2,2,2,2,1
-0.13846,-0.18182,-0.35632,-0.58678,-0.01538,-0.12727,-0.43158,-0.54688,-0.03125,-0.06796,-0.49474,-0.54688,-0.04615,-0.05455,-0.36842,-0.52000,-0.06250,-0.06796,-0.51579,-0.53125,-0.04615,-0.06796,-0.45263,-0.53125,-0.01538,0.03846,-0.28889,-0.50400,-0.01538,-0.02913,-0.32632,-0.45312,-0.13846,-0.02913,-0.32632,-0.45312,2,2,2,2,2,1
-0.01538,-0.12727,-0.51724,-0.58678,-0.13846,-0.12727,-0.43158,-0.54688,-0.15625,-0.06796,-0.34737,-0.48438,-0.04615,-0.12727,-0.45263,-0.52000,-0.28125,-0.06796,-0.36842,-0.53125,-0.26154,-0.06796,-0.45263,-0.46875,-0.13846,-0.03846,-0.28889,-0.44000,-0.13846,-0.16505,-0.15789,-0.45312,-0.13846,-0.10680,-0.32632,-0.45312,2,2,2,2,2,1
-0.01538,0.09091,-0.26437,-0.43802,-0.01538,-0.05455,-0.26316,-0.40625,-0.03125,0.08738,-0.26316,-0.48438,-0.16923,-0.05455,-0.28421,-0.45600,-0.18750,0.00971,-0.28421,-0.46875,-0.16923,0.00971,-0.36842,-0.46875,-0.13846,-0.03846,-0.28889,-0.44000,-0.01538,-0.02913,-0.32632,-0.45312,-0.13846,-0.02913,-0.32632,-0.45312,2,2,2,2,2,1
-0.13846,-0.12727,-0.44828,-0.52066,-0.13846,-0.18182,-0.43158,-0.48438,-0.15625,-0.06796,-0.26316,-0.48438,-0.26154,-0.34545,-0.20000,-0.28000,-0.28125,-0.35922,-0.20000,-0.12500,-0.38462,-0.43689,-0.20000,-0.12500,-0.38462,-0.42308,0.04444,-0.08800,-0.38462,-0.41748,-0.01053,-0.10938,-0.47692,-0.41748,-0.01053,-0.10938,2,2,2,2,1,2
-0.13846,-0.18182,-0.44828,-0.52066,-0.13846,-0.12727,-0.26316,-0.48438,-0.15625,-0.06796,-0.34737,-0.54688,-0.26154,-0.40000,-0.20000,-0.10400,-0.40625,-0.43689,-0.20000,-0.12500,-0.38462,-0.35922,0.05263,-0.18750,-0.38462,-0.42308,0.04444,-0.08800,-0.47692,-0.41748,-0.01053,-0.10938,-0.38462,-0.41748,-0.01053,-0.10938,2,2,2,2,1,2
-0.13846,-0.12727,-0.26437,-0.52066,-0.13846,-0.12727,-0.34737,-0.54688,-0.15625,-0.12621,-0.43158,-0.54688,-0.38462,-0.47273,-0.20000,-0.10400,-0.40625,-0.35922,0.05263,-0.18750,-0.16923,-0.14563,-0.20000,-0.35938,-0.47692,-0.42308,0.04444,-0.08800,-0.38462,-0.41748,-0.01053,-0.10938,-0.38462,-0.30097,-0.15789,-0.21875,2,2,2,2,1,2
-0.13846,-0.12727,-0.44828,-0.52066,-0.13846,-0.12727,-0.34737,-0.48438,-0.15625,-0.06796,-0.34737,-0.48438,-0.04615,-0.05455,-0.45263,-0.52000,-0.06250,-0.06796,-0.45263,-0.53125,-0.16923,0.00971,-0.36842,-0.42188,-0.26154,-0.11538,-0.28889,-0.44000,-0.13846,-0.02913,-0.38947,-0.51562,-0.13846,-0.02913,-0.32632,-0.45312,2,2,2,2,2,1
0.10769,0.52727,0.60920,0.10744,0.10769,0.61818,0.53684,0.10938,0.09375,0.72816,0.53684,0.10938,0.20000,0.56364,0.41053,0.07200,0.06250,0.66990,0.51579,0.10938,-0.04615,0.66990,0.62105,0.04688,0.23077,0.63462,0.64444,0.15200,0.23077,0.65049,0.55789,0.07812,-0.01538,0.57282,0.55789,0.07812,1,2,2,2,2,2
-0.01538,0.52727,0.60920,0.10744,-0.13846,0.45455,0.43158,0.04688,-0.28125,0.47573,0.32632,-0.01562,-0.16923,0.56364,0.62105,0.13600,-0.18750,0.66990,0.51579,0.10938,-0.16923,0.66990,0.62105,0.10938,-0.26154,0.63462,0.64444,0.10400,-0.26154,0.57282,0.55789,0.12500,-0.13846,0.57282,0.78947,0.07812,1,2,2,2,2,2
-0.26154,0.38182,0.37931,-0.02479,-0.13846,0.30909,0.24211,-0.09375,-0.03125,0.39806,0.24211,-0.09375,-0.16923,0.56364,0.62105,0.13600,-0.18750,0.59223,0.51579,0.10938,-0.26154,0.59223,0.41053,-0.01562,-0.13846,0.55769,0.88889,0.10400,-0.13846,0.65049,0.68421,0.07812,-0.13846,0.65049,0.45263,0.07812,1,2,2,2,2,2
-0.01538,0.30909,0.28736,-0.10744,-0.01538,0.23636,0.13684,-0.09375,-0.15625,0.32039,0.05263,-0.15625,-0.26154,0.49091,0.41053,0.00800,-0.18750,0.41748,0.22105,-0.06250,-0.16923,0.33981,-0.03158,-0.12500,-0.13846,0.63462,0.53333,0.10400,-0.13846,0.47573,0.34737,-0.04688,-0.26154,0.24272,0.15789,-0.15625,1,2,2,2,2,2
-0.13846,-0.25455,-0.44828,-0.58678,-0.13846,-0.18182,-0.43158,-0.48438,0.09375,0.16505,-0.03158,-0.21875,-0.26154,-0.27273,-0.60000,-0.58400,-0.40625,-0.22330,-0.66316,-0.59375,-0.26154,-0.22330,-0.66316,-0.59375,-0.26154,-0.17308,-0.51111,-0.50400,-0.13846,-0.16505,-0.47368,-0.56250,-0.13846,-0.24272,-0.53684,-0.51562,2,2,2,2,2,1
-0.13846,-0.18182,-0.44828,-0.52066,0.10769,0.09091,-0.03158,-0.21875,0.21875,0.39806,0.05263,-0.21875,-0.38462,-0.27273,-0.66316,-0.58400,-0.28125,-0.22330,-0.66316,-0.59375,-0.26154,-0.22330,-0.51579,-0.53125,-0.13846,-0.17308,-0.44444,-0.55200,-0.13846,-0.24272,-0.53684,-0.51562,-0.26154,-0.24272,-0.62105,-0.56250,2,2,2,2,2,1
0.10769,0.16364,-0.08046,-0.37190,0.10769,0.09091,-0.09474,-0.34375,0.09375,0.24272,-0.17895,-0.34375,0.07692,0.16364,-0.11579,-0.21600,0.06250,0.16505,-0.03158,-0.29688,0.07692,0.08738,-0.03158,-0.29688,0.10769,0.23077,0.13333,-0.26400,0.10769,0.18447,-0.15789,-0.32812,0.10769,0.18447,-0.15789,-0.32812,2,2,2,1,2,2
-0.16923,-0.12727,-0.47126,-0.57025,-0.26154,-0.20000,-0.51579,-0.53125,-0.18750,0.00971,-0.28421,-0.46875,-0.13846,-0.16364,-0.47368,-0.50400,-0.15625,-0.10680,-0.38947,-0.56250,-0.26154,-0.02913,-0.32632,-0.51562,-0.13846,-0.07692,-0.37778,-0.47200,-0.13846,-0.06796,-0.41053,-0.48438,-0.26154,-0.06796,-0.41053,-0.54688,2,2,2,2,2,1
0.20000,0.09091,-0.10345,-0.38843,0.20000,0.16364,-0.03158,-0.29688,0.18750,0.33981,0.05263,-0.29688,0.10769,0.16364,-0.01053,-0.31200,0.09375,0.10680,-0.09474,-0.28125,0.23077,0.24272,0.07368,-0.21875,0.20000,0.17308,-0.04444,-0.24800,0.20000,0.18447,-0.01053,-0.26562,0.41538,0.45631,0.15789,-0.15625,3,3,3,1,3,2
0.20000,0.16364,-0.01149,-0.32231,0.20000,0.25455,0.05263,-0.29688,0.31250,0.41748,0.13684,-0.18750,0.10769,0.03636,-0.09474,-0.26400,0.21875,0.24272,0.07368,-0.21875,0.35385,0.47573,0.15789,-0.15625,0.20000,0.17308,0.04444,-0.24800,0.41538,0.45631,0.15789,-0.15625,0.41538,0.45631,0.07368,-0.15625,3,3,3,1,3,2
0.20000,0.25455,0.08046,-0.32231,0.32308,0.32727,0.13684,-0.18750,0.31250,0.41748,0.13684,-0.18750,0.23077,0.16364,0.07368,-0.20000,0.34375,0.47573,0.15789,-0.15625,0.35385,0.39806,0.15789,-0.15625,0.41538,0.44231,0.22222,-0.13600,0.41538,0.45631,0.07368,-0.15625,0.41538,0.45631,0.26316,-0.20312,3,3,2,1,3,3
0.32308,0.32727,0.17241,-0.20661,0.32308,0.32727,0.13684,-0.18750,0.18750,0.24272,-0.03158,-0.29688,0.35385,0.38182,0.15789,-0.13600,0.34375,0.39806,0.15789,-0.15625,0.23077,0.24272,-0.09474,-0.32812,0.41538,0.44231,0.13333,-0.13600,0.41538,0.45631,0.26316,-0.20312,0.32308,0.18447,0.07368,-0.26562,3,3,2,1,3,3
-0.16923,-0.05455,-0.28736,-0.45455,-0.16923,-0.05455,-0.36842,-0.46875,-0.06250,0.00971,-0.36842,-0.46875,-0.01538,-0.01818,-0.32632,-0.44000,-0.03125,0.04854,-0.15789,-0.39062,0.10769,0.18447,-0.09474,-0.39062,-0.13846,-0.15385,-0.04444,-0.42400,0.07692,0.18447,-0.01053,-0.20312,0.32308,0.35922,0.15789,-0.15625,2,2,2,2,2,1
-0.16923,-0.05455,-0.28736,-0.50413,-0.16923,-0.05455,-0.28421,-0.46875,-0.18750,0.00971,-0.36842,-0.46875,-0.13846,-0.09091,-0.32632,-0.44000,-0.03125,-0.02913,-0.32632,-0.45312,-0.13846,-0.02913,-0.32632,-0.45312,-0.13846,-0.07692,-0.28889,-0.47200,-0.13846,-0.14563,-0.32632,-0.43750,-0.26154,-0.14563,-0.32632,-0.43750,2,2,2,2,2,1
-0.16923,-0.05455,-0.37931,-0.50413,-0.16923,-0.12727,-0.28421,-0.46875,-0.18750,-0.06796,-0.28421,-0.46875,-0.26154,-0.21818,-0.32632,-0.37600,-0.28125,-0.24272,-0.09474,-0.21875,-0.26154,-0.30097,-0.09474,-0.15625,-0.35385,-0.36538,-0.22222,-0.24800,-0.35385,-0.35922,-0.09474,-0.15625,-0.35385,-0.35922,-0.09474,-0.09375,2,2,2,2,1,2
-0.16923,-0.12727,-0.28736,-0.50413,-0.16923,-0.12727,-0.28421,-0.46875,-0.28125,-0.14563,-0.20000,-0.35938,-0.26154,-0.29091,-0.09474,-0.20000,-0.28125,-0.30097,-0.09474,-0.15625,-0.38462,-0.35922,-0.15789,-0.15625,-0.35385,-0.36538,-0.04444,-0.13600,-0.35385,-0.35922,-0.09474,-0.09375,-0.44615,-0.43689,-0.09474,-0.04688,2,2,2,2,1,2
-0.38462,-0.40000,0.08046,-0.20661,-0.16923,-0.20000,-0.20000,-0.35938,-0.06250,0.00971,-0.45263,-0.53125,-0.38462,-0.45455,-0.01053,-0.08800,-0.40625,-0.30097,-0.15789,-0.21875,-0.26154,-0.10680,-0.32632,-0.45312,-0.44615,-0.36538,-0.04444,-0.18400,-0.44615,-0.30097,-0.17895,-0.26562,-0.35385,-0.22330,-0.41053,-0.43750,2,2,2,2,1,2
-0.26154,0.01818,-0.01149,-0.25620,-0.16923,0.16364,0.13684,-0.18750,0.06250,0.41748,0.22105,-0.01562,-0.26154,0.03636,-0.24211,-0.20000,-0.15625,0.39806,0.15789,-0.10938,0.10769,0.65049,0.45263,0.12500,-0.26154,0.17308,0.13333,-0.24800,-0.04615,0.45631,0.34737,0.01562,0.07692,0.70874,0.45263,0.12500,1,2,2,2,2,2
0.07692,0.32727,0.26437,-0.02479,0.20000,0.56364,0.41053,0.04688,0.06250,0.66990,0.51579,0.10938,0.10769,0.54545,0.45263,0.15200,0.21875,0.65049,0.55789,0.12500,0.23077,0.65049,0.55789,0.07812,0.07692,0.69231,0.53333,0.15200,0.07692,0.70874,0.45263,0.12500,-0.04615,0.63107,0.55789,0.12500,1,2,2,2,2,2
-0.26154,0.49091,0.47126,-0.02479,-0.16923,0.32727,0.22105,-0.06250,-0.18750,0.33981,-0.03158,-0.12500,-0.13846,0.54545,0.45263,0.10400,-0.15625,0.47573,0.34737,-0.04688,-0.26154,0.24272,0.15789,-0.15625,-0.13846,0.69231,0.75556,0.20000,-0.26154,0.53398,0.45263,0.01562,-0.26154,0.35922,0.15789,-0.09375,1,2,2,2,2,2
0.07692,0.01818,-0.01149,-0.32231,-0.16923,-0.20000,-0.51579,-0.53125,-0.28125,-0.30097,-0.66316,-0.64062,0.23077,0.16364,-0.01053,-0.20000,-0.03125,0.04854,-0.24211,-0.45312,-0.26154,-0.24272,-0.74737,-0.56250,-0.13846,-0.07692,-0.22222,-0.29600,-0.04615,-0.06796,-0.32632,-0.37500,-0.04615,-0.14563,-0.41053,-0.48438,2,2,2,2,2,1
-0.26154,-0.27273,-0.70115,-0.63636,-0.26154,-0.27273,-0.51579,-0.53125,-0.06250,0.08738,-0.20000,-0.35938,-0.13846,-0.29091,-0.53684,-0.50400,-0.28125,-0.24272,-0.62105,-0.56250,-0.38462,-0.16505,-0.47368,-0.51562,-0.13846,-0.23077,-0.46667,-0.47200,-0.13846,-0.22330,-0.49474,-0.54688,-0.26154,-0.22330,-0.57895,-0.54688,2,2,2,2,2,1
-0.04615,0.01818,-0.19540,-0.38843,0.20000,0.16364,-0.03158,-0.23438,0.06250,0.24272,-0.11579,-0.23438,-0.38462,-0.21818,-0.47368,-0.50400,-0.03125,0.10680,-0.15789,-0.32812,0.10769,0.24272,0.07368,-0.28125,-0.26154,-0.23077,-0.55556,-0.53600,-0.26154,-0.06796,-0.32632,-0.43750,0.07692,0.18447,-0.17895,-0.26562,3,3,3,1,3,2
0.07692,0.16364,-0.10345,-0.25620,0.07692,0.09091,-0.03158,-0.29688,0.06250,0.08738,-0.03158,-0.29688,0.10769,0.16364,0.07368,-0.26400,0.09375,0.18447,-0.15789,-0.32812,0.10769,0.18447,-0.15789,-0.32812,0.07692,0.17308,-0.13333,-0.24800,0.07692,0.18447,-0.01053,-0.31250,-0.04615,0.18447,-0.26316,-0.43750,2,2,2,1,2,2
0.10769,0.16364,-0.08046,-0.35537,-0.01538,0.10909,-0.09474,-0.39062,-0.15625,-0.02913,-0.32632,-0.45312,0.07692,0.10909,-0.17895,-0.29600,0.18750,0.26214,-0.09474,-0.31250,-0.04615,0.10680,-0.26316,-0.48438,0.13846,0.19231,-0.11111,-0.37600,0.13846,0.30097,-0.07368,-0.32812,0.13846,0.20388,-0.15789,-0.39062,2,2,2,1,2,2
-0.13846,-0.09091,-0.40230,-0.48760,-0.13846,-0.16364,-0.47368,-0.51562,-0.15625,-0.10680,-0.38947,-0.56250,-0.13846,-0.05455,-0.32632,-0.42400,-0.15625,-0.06796,-0.41053,-0.48438,-0.13846,-0.06796,-0.41053,-0.48438,-0.10769,-0.03846,-0.46667,-0.48800,-0.10769,-0.02913,-0.49474,-0.50000,-0.10769,-0.02913,-0.41053,-0.50000,2,2,2,2,2,1
-0.13846,-0.16364,-0.40230,-0.60331,-0.26154,-0.09091,-0.32632,-0.51562,-0.03125,0.10680,-0.15789,-0.32812,-0.13846,-0.12727,-0.41053,-0.47200,-0.28125,-0.06796,-0.41053,-0.54688,-0.26154,0.00971,-0.41053,-0.48438,-0.10769,-0.03846,-0.37778,-0.48800,-0.23077,-0.10680,-0.49474,-0.50000,-0.23077,-0.10680,-0.41053,-0.56250,2,2,2,2,2,1
-0.26154,-0.09091,-0.33333,-0.55372,-0.01538,0.03636,-0.15789,-0.32812,0.34375,0.39806,0.15789,-0.15625,-0.26154,-0.12727,-0.41053,-0.53600,-0.28125,0.00971,-0.41053,-0.48438,0.07692,0.26214,-0.09474,-0.26562,-0.23077,-0.11538,-0.46667,-0.48800,-0.23077,-0.10680,-0.41053,-0.56250,-0.23077,0.04854,-0.32632,-0.43750,2,2,2,2,2,1
0.35385,0.30909,0.19540,-0.17355,0.35385,0.38182,0.15789,-0.15625,0.46875,0.39806,0.15789,-0.15625,0.07692,0.18182,-0.09474,-0.24800,0.31250,0.45631,0.15789,-0.15625,0.32308,0.35922,0.15789,-0.15625,-0.23077,0.03846,-0.28889,-0.42400,0.13846,0.30097,0.09474,-0.21875,0.38462,0.37864,0.09474,-0.15625,3,3,2,1,3,2
0.35385,0.38182,0.19540,-0.17355,0.47692,0.30909,0.15789,-0.15625,0.46875,0.39806,0.07368,-0.15625,0.32308,0.36364,0.15789,-0.13600,0.31250,0.35922,0.15789,-0.15625,0.32308,0.35922,0.07368,-0.15625,0.13846,0.28846,0.15556,-0.20000,0.38462,0.37864,0.09474,-0.15625,0.38462,0.37864,0.09474,-0.15625,3,3,2,1,3,3
0.47692,0.30909,0.10345,-0.17355,0.47692,0.30909,0.15789,-0.21875,0.21875,0.39806,0.07368,-0.15625,0.32308,0.27273,0.07368,-0.13600,0.40625,0.45631,0.15789,-0.15625,0.32308,0.35922,0.15789,-0.20312,0.38462,0.36538,0.15556,-0.13600,0.38462,0.45631,0.01053,-0.15625,0.38462,0.45631,0.09474,-0.21875,3,3,2,1,3,3
0.23077,0.30909,0.10345,-0.17355,0.23077,0.23636,0.07368,-0.28125,0.09375,0.24272,-0.01053,-0.32812,0.32308,0.27273,0.15789,-0.18400,0.31250,0.26214,-0.01053,-0.26562,0.20000,0.18447,-0.09474,-0.26562,0.38462,0.44231,0.15556,-0.20000,0.38462,0.30097,0.01053,-0.21875,0.13846,0.12621,-0.15789,-0.32812,2,2,2,1,2,2
0.10769,0.16364,0.01149,-0.35537,0.10769,0.03636,-0.09474,-0.28125,0.21875,0.24272,0.07368,-0.21875,0.20000,0.10909,-0.09474,-0.24800,0.18750,0.18447,-0.01053,-0.26562,0.41538,0.45631,0.15789,-0.15625,0.13846,0.11538,-0.11111,-0.31200,0.13846,0.30097,-0.07368,-0.26562,0.26154,0.45631,0.09474,-0.21875,3,3,3,1,3,2
0.35385,0.38182,0.19540,-0.17355,0.35385,0.30909,0.15789,-0.15625,0.21875,0.24272,-0.09474,-0.32812,0.41538,0.36364,0.07368,-0.13600,0.40625,0.45631,0.26316,-0.20312,0.32308,0.18447,0.07368,-0.26562,0.38462,0.44231,0.15556,-0.13600,0.38462,0.45631,0.09474,-0.21875,0.01538,0.04854,-0.15789,-0.43750,3,3,2,1,3,3
-0.01538,-0.01818,-0.14943,-0.42149,0.10769,0.10909,-0.09474,-0.39062,0.09375,0.04854,-0.24211,-0.45312,0.07692,0.10909,-0.01053,-0.18400,0.31250,0.35922,0.15789,-0.15625,0.20000,0.18447,-0.09474,-0.31250,0.13846,0.19231,0.06667,-0.20000,0.26154,0.30097,0.09474,-0.26562,0.13846,0.12621,-0.15789,-0.39062,2,2,2,2,2,1
-0.47692,-0.45455,0.01149,-0.12397,-0.38462,-0.45455,-0.01053,-0.10938,-0.40625,-0.30097,-0.15789,-0.21875,-0.35385,-0.47273,-0.09474,-0.07200,-0.46875,-0.35922,-0.09474,-0.20312,-0.44615,-0.30097,-0.17895,-0.26562,-0.44615,-0.46154,-0.20000,-0.24800,-0.44615,-0.45631,-0.24211,-0.32812,-0.44615,-0.45631,-0.32632,-0.32812,2,2,2,2,1,2
-0.26154,0.03636,-0.24138,-0.23967,-0.13846,0.30909,0.15789,-0.10938,0.09375,0.65049,0.45263,0.12500,-0.26154,0.10909,0.07368,-0.24800,-0.06250,0.45631,0.34737,0.01562,0.07692,0.70874,0.45263,0.12500,-0.23077,0.28846,0.24444,-0.13600,-0.10769,0.53398,0.36842,0.07812,0.01538,0.70874,0.47368,0.07812,1,2,2,2,2,2
0.10769,0.54545,0.51724,0.12397,0.23077,0.54545,0.55789,0.12500,0.21875,0.65049,0.55789,0.07812,0.07692,0.60000,0.45263,0.15200,0.06250,0.70874,0.45263,0.12500,-0.04615,0.63107,0.55789,0.12500,0.01538,0.69231,0.55556,0.10400,-0.10769,0.63107,0.47368,0.07812,-0.10769,0.70874,0.57895,0.07812,1,2,2,2,2,2
0.23077,0.54545,0.63218,0.12397,0.23077,0.54545,0.55789,0.07812,-0.03125,0.57282,0.55789,0.07812,0.07692,0.60000,0.45263,0.15200,-0.06250,0.63107,0.55789,0.12500,-0.13846,0.53398,0.55789,0.12500,-0.10769,0.61538,0.55556,0.10400,-0.10769,0.70874,0.57895,0.07812,-0.10769,0.63107,0.57895,0.07812,1,2,2,2,2,2
-0.13846,0.54545,0.63218,0.07438,-0.13846,0.54545,0.55789,0.07812,-0.28125,0.65049,0.55789,0.07812,-0.13846,0.52727,0.45263,0.08800,-0.28125,0.63107,0.55789,0.06250,-0.26154,0.80583,0.55789,0.12500,-0.10769,0.69231,0.55556,0.10400,-0.23077,0.70874,0.57895,0.07812,-0.23077,0.70874,0.57895,0.14062,1,2,2,2,2,2
-0.26154,0.47273,0.63218,0.12397,-0.13846,0.47273,0.78947,0.07812,-0.15625,0.65049,0.68421,0.07812,-0.26154,0.60000,0.55789,0.15200,-0.15625,0.63107,0.55789,0.12500,-0.26154,0.70874,0.55789,0.12500,-0.23077,0.69231,0.66667,0.10400,-0.35385,0.63107,0.47368,0.07812,-0.23077,0.63107,0.36842,0.14062,1,2,2,2,2,2
-0.13846,0.38182,0.40230,-0.05785,-0.26154,0.16364,0.15789,-0.15625,-0.28125,0.18447,-0.15789,-0.28125,-0.26154,0.43636,0.45263,0.04000,-0.28125,0.35922,0.15789,-0.09375,-0.26154,0.18447,-0.01053,-0.15625,-0.10769,0.69231,0.55556,0.16800,-0.23077,0.53398,0.28421,-0.03125,-0.23077,0.30097,0.09474,-0.15625,1,2,2,2,2,2
-0.26154,-0.21818,-0.56322,-0.55372,-0.13846,-0.21818,-0.47368,-0.56250,-0.15625,-0.24272,-0.53684,-0.51562,-0.26154,-0.20000,-0.41053,-0.47200,-0.15625,-0.14563,-0.41053,-0.48438,-0.13846,-0.22330,-0.49474,-0.48438,-0.10769,-0.11538,-0.37778,-0.42400,-0.10769,-0.18447,-0.49474,-0.56250,-0.23077,-0.24272,-0.55789,-0.60938,2,2,2,2,2,1
-0.13846,-0.29091,-0.56322,-0.55372,-0.26154,-0.29091,-0.62105,-0.56250,-0.40625,-0.16505,-0.47368,-0.51562,-0.13846,-0.27273,-0.49474,-0.47200,-0.15625,-0.22330,-0.49474,-0.54688,-0.26154,-0.22330,-0.57895,-0.54688,-0.23077,-0.25000,-0.53333,-0.60000,-0.23077,-0.18447,-0.55789,-0.56250,-0.10769,-0.18447,-0.49474,-0.50000,2,2,2,2,2,1
0.10769,0.10909,-0.14943,-0.35537,0.10769,0.10909,-0.15789,-0.39062,-0.03125,0.04854,-0.15789,-0.45312,-0.04615,0.10909,-0.26316,-0.42400,-0.15625,-0.06796,-0.41053,-0.48438,-0.26154,-0.14563,-0.49474,-0.48438,-0.23077,-0.11538,-0.37778,-0.48800,-0.23077,-0.10680,-0.41053,-0.50000,-0.10769,-0.10680,-0.41053,-0.56250,2,2,2,2,2,1
-0.13846,-0.05455,-0.26437,-0.47107,-0.13846,-0.05455,-0.32632,-0.43750,-0.15625,-0.06796,-0.41053,-0.48438,0.01538,-0.01818,-0.32632,-0.48800,-0.12500,-0.02913,-0.49474,-0.50000,-0.10769,-0.02913,-0.49474,-0.50000,0.13846,0.15385,0.02222,-0.34400,-0.01538,0.00971,-0.30526,-0.53125,-0.10769,0.00971,-0.38947,-0.46875,2,2,2,2,2,1
